codigo,nombre,capitulo,vigente
902106,ERITROPOYETINA,CapItulo 17 LABORATORIO CLINICO,1
902107,FRAGILIDAD OSMÓTICA DE ERITROCITOS,CapItulo 17 LABORATORIO CLINICO,1
902108,GLUCOSA 6 FOSFATO DESHIDROGENASA CUALITATIVA,CapItulo 17 LABORATORIO CLINICO,1
902109,GLUCOSA 6 FOSFATO DESHIDROGENASA CUANTITATIVA,CapItulo 17 LABORATORIO CLINICO,1
902110,HEMOGLOBINA A 2,CapItulo 17 LABORATORIO CLINICO,1
902111,HEMOGLOBINA FETAL SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
902112,HEMOGLOBINA FETAL AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
902113,HEMOGLOBINA PLASMÁTICA,CapItulo 17 LABORATORIO CLINICO,1
902114,HEMOGLOBINA MATERNA Y FETAL,CapItulo 17 LABORATORIO CLINICO,1
902115,HEMÓLISIS ÁCIDA [PRUEBA DE HAM],CapItulo 17 LABORATORIO CLINICO,1
902116,HIERRO MEDULAR,CapItulo 17 LABORATORIO CLINICO,1
902118,METAHEMOGLOBINA CUANTITATIVA,CapItulo 17 LABORATORIO CLINICO,1
902119,PRUEBA DE NEUTRALIZACIÓN PLAQUETARIA,CapItulo 17 LABORATORIO CLINICO,1
902120,PLASMINÓGENO ACTIVADOR TISULAR,CapItulo 17 LABORATORIO CLINICO,1
902121,PRUEBA DE CICLAJE [CÉLULAS FALCIFORMES O DREPANOCITOS],CapItulo 17 LABORATORIO CLINICO,1
902122,SULFOHEMOGLOBINA CUANTITATIVA,CapItulo 17 LABORATORIO CLINICO,1
902123,VISCOCIDAD RELATIVA DEL SUERO,CapItulo 17 LABORATORIO CLINICO,1
902124,MICROSCOPIA ELECTRONICA PLAQUETARIA,CapItulo 17 LABORATORIO CLINICO,1
902204,ERITROSEDIMENTACIÓN [VELOCIDAD SEDIMENTACIÓN GLOBULAR - VSG] MANUAL,CapItulo 17 LABORATORIO CLINICO,1
902205,ERITROSEDIMENTACIÓN [VELOCIDAD SEDIMENTACIÓN GLOBULAR - VSG] AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
902206,EXTENDIDO DE SANGRE PERIFÉRICA ESTUDIO DE MORFOLOGÍA,CapItulo 17 LABORATORIO CLINICO,1
902207,HEMOGRAMA I (HEMOGLOBINA HEMATOCRITO Y LEUCOGRAMA) MANUAL,CapItulo 17 LABORATORIO CLINICO,1
902208,HEMOGRAMA II (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS ÍNDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS E ÍNDICES PLAQUETARIOS) SEMIAUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
902209,HEMOGRAMA III (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS ÍNDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS ÍNDICES PLAQUETARIOS Y MORFOLOGÍA ELECTRÓNICA) AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
902210,HEMOGRAMA IV (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS ÍNDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS ÍNDICES PLAQUETARIOS Y MORFOLOGÍA ELECTRÓNICA E HISTOGRAMA) AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
902211,HEMATOCRITO,CapItulo 17 LABORATORIO CLINICO,1
902213,HEMOGLOBINA,CapItulo 17 LABORATORIO CLINICO,1
902214,HEMOPARÁSITOS EXTENDIDO DE GOTA GRUESA,CapItulo 17 LABORATORIO CLINICO,1
902215,HEMOPARÁSITOS EXTENDIDO DE SANGRE PERIFÉRICA,CapItulo 17 LABORATORIO CLINICO,1
902216,LEUCOGRAMA (RECUENTO TOTAL Y DIFERENCIAL),CapItulo 17 LABORATORIO CLINICO,1
902217,PRUEBA DE TORNIQUETE [FRAGILIDAD CAPILAR],CapItulo 17 LABORATORIO CLINICO,1
902218,RECUENTO DE EOSINÓFILO EN CUALQUIER MUESTRA,CapItulo 17 LABORATORIO CLINICO,1
902219,EOSINÓFILOS EN MOCO NASAL,CapItulo 17 LABORATORIO CLINICO,1
902220,RECUENTO DE PLAQUETAS AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
902221,RECUENTO DE PLAQUETAS MANUAL,CapItulo 17 LABORATORIO CLINICO,1
902223,RECUENTO DE RETICULOCITOS METODO MANUAL,CapItulo 17 LABORATORIO CLINICO,1
902224,RECUENTO DE RETICULOCITOS AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
902225,TÍTULO ANTI D,CapItulo 17 LABORATORIO CLINICO,1
902226,PRUEBA DE SUCROSA EN ERITROCITOS [TEST DE HARTMAN],CapItulo 17 LABORATORIO CLINICO,1
902227,HEMOGRAMA V (HEMOGLOBINA- HEMATOCRITO- RECUENTO DE ERITROCITOS- ÍNDICE ERITROCITARIO- LEUCOGRAMA- RECUENTO DE PLAQUETAS E INDICES PLAQUETARIO- MORFOLOGIA ELECTRÓNICA- RECUENTO AUTOMATIZADO DE CÉLULAS MADURAS E INMADURAS- DISPERSOGRAMAS 2D Y 3D E HISTOGRAMAS).,CapItulo 17 LABORATORIO CLINICO,1
903001,ALFA 2 MACROGLOBULINA,CapItulo 17 LABORATORIO CLINICO,1
903002,ALFA FETOPROTEÍNA [AFP] EN LÍQUIDO AMNIÓTICO,CapItulo 17 LABORATORIO CLINICO,1
903003,BICARBONATO,CapItulo 17 LABORATORIO CLINICO,1
903004,CÁLCULO BILIAR ANÁLISIS FÍSICO-QUÍMICO CUANTITATIVO,CapItulo 17 LABORATORIO CLINICO,1
903005,CÁLCULO RENAL ANÁLISIS FÍSICO-QUÍMICO CUANTITATIVO,CapItulo 17 LABORATORIO CLINICO,1
903006,CAROTENOS,CapItulo 17 LABORATORIO CLINICO,1
903007,CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS (ADRENALINA [EPINEFRINA] Y NORADRENALINA [NOREPINEFRINA]) EN ORINA DE 24 H,CapItulo 17 LABORATORIO CLINICO,1
903008,CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS (ADRENALINA [EPINEFRINA] Y NORADRENALINA [NOREPINEFRINA]) EN PLASMA,CapItulo 17 LABORATORIO CLINICO,1
903009,CATECOLAMINAS TOTALES EN ORINA DE 24 H,CapItulo 17 LABORATORIO CLINICO,1
903010,CATECOLAMINAS TOTALES EN PLASMA,CapItulo 17 LABORATORIO CLINICO,1
903011,DEOXIPIRIDINOLINA,CapItulo 17 LABORATORIO CLINICO,1
903012,DIÓXIDO DE CARBÓN,CapItulo 17 LABORATORIO CLINICO,1
903013,ESPERMOGRAMA COMPLETO,CapItulo 17 LABORATORIO CLINICO,1
903014,ESTERASA PANCREÁTICA ENZIMA ALFA NAFTIL-BUTIRATO,CapItulo 17 LABORATORIO CLINICO,1
903015,ESTERASA PANCREÁTICA ENZIMA ALFA NAFTIL-CLORACETATO,CapItulo 17 LABORATORIO CLINICO,1
903016,FERRITINA,CapItulo 17 LABORATORIO CLINICO,1
903017,FOSFATASA ALCALINA ISOENZIMA,CapItulo 17 LABORATORIO CLINICO,1
903018,FOSFATASA ALCALINA TERMOESTABLE,CapItulo 17 LABORATORIO CLINICO,1
903019,FRACCIÓN EXCRETADA DE BICARBONATO,CapItulo 17 LABORATORIO CLINICO,1
903020,HAPTOGLOBINA SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903021,HAPTOGLOBINA AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903022,HOMOCISTEÍNA,CapItulo 17 LABORATORIO CLINICO,1
903023,HIDROXIPROLINA EN ORINA,CapItulo 17 LABORATORIO CLINICO,1
903024,LACTÓGENO PLACENTARIO,CapItulo 17 LABORATORIO CLINICO,1
903025,METANEFRINAS TOTALES EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903026,MICROALBUMINURIA AUTOMATIZADA EN ORINA PARCIAL,CapItulo 17 LABORATORIO CLINICO,1
903027,MICROALBUMINURIA AUTOMATIZADA EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903028,MICROALBUMINURIA SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903030,MIOGLOBINA CARDÍACA,CapItulo 17 LABORATORIO CLINICO,1
903031,MIOGLOBINA EN ORINA O EN SUERO,CapItulo 17 LABORATORIO CLINICO,1
903032,N-TELOPÉPTIDO,CapItulo 17 LABORATORIO CLINICO,1
903033,OSMOLARIDAD EN ORINA,CapItulo 17 LABORATORIO CLINICO,1
903034,OSMOLARIDAD EN SUERO,CapItulo 17 LABORATORIO CLINICO,1
903035,OSTEOCALCINA,CapItulo 17 LABORATORIO CLINICO,1
903036,OXALATOS EN ORINA O EN SANGRE,CapItulo 17 LABORATORIO CLINICO,1
903037,PIRIDINOLINA EN ORINA,CapItulo 17 LABORATORIO CLINICO,1
903038,PORFIRINAS CUANTITATIVAS EN ORINA 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903039,PORFIRINAS TOTALES EN SANGRE,CapItulo 17 LABORATORIO CLINICO,1
903040,PORFOBILINÓGENO CUALITATIVO EN ORINA PARCIAL,CapItulo 17 LABORATORIO CLINICO,1
903041,PORFOBILINÓGENO CUANTITATIVO EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903042,PROTEÍNA TRANSPORTADORA DE HORMONAS SEXUALES [PTHS],CapItulo 17 LABORATORIO CLINICO,1
903043,PRUEBA DE ALIENTO [13 C UREA] PARA Helicobacter pilory,CapItulo 17 LABORATORIO CLINICO,1
903044,SATURACIÓN DE TRANSFERRINA,CapItulo 17 LABORATORIO CLINICO,1
903045,TRANSFERRINA SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903046,TRANSFERRINA AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903047,TRIPSINA EN SUERO O EN MATERIA FECAL,CapItulo 17 LABORATORIO CLINICO,1
903048,PROTEÍNA PLASMÁTICA ASOCIADA AL EMBARAZO [PAPPA-A],CapItulo 17 LABORATORIO CLINICO,1
903049,PROTEÍNA PLASMÁTICA ASOCIADA AL EMBARAZO [PAPPA-A] Y BETAGONADOTROPINA CORIÓNICA LIBRE [BHCG LIBRE] DOBLE MARCADOR,CapItulo 17 LABORATORIO CLINICO,1
903050,ALFAFETOPROTEÍNA [AFP] BETAGONADOTROPINA CORIÓNICA LIBRE [BHCG LIBRE] Y ESTRIOL TRIPLE MARCADOR,CapItulo 17 LABORATORIO CLINICO,1
903051,UROPORFIRINAS CUALITATIVAS,CapItulo 17 LABORATORIO CLINICO,1
903052,CITRATOS EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903053,CITRATOS EN ORINA PARCIAL,CapItulo 17 LABORATORIO CLINICO,1
903054,C-TELOPÉPTIDO,CapItulo 17 LABORATORIO CLINICO,1
903055,ESPERMATOZOIDES PEROXIDACIÓN LIPÍDICA,CapItulo 17 LABORATORIO CLINICO,1
903056,PORFIRINAS CUANTITATIVAS EN ORINA PARCIAL,CapItulo 17 LABORATORIO CLINICO,1
903057,PORFIRINAS DIFERENCIADAS EN SANGRE,CapItulo 17 LABORATORIO CLINICO,1
903058,METANEFRINAS EN ORINA PARCIAL,CapItulo 17 LABORATORIO CLINICO,1
903059,METANEFRINAS FRACCIONADAS EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903060,ANTIOXIDANTES TOTALES,CapItulo 17 LABORATORIO CLINICO,1
903061,DELTA DE PCO2 EN ORINA,CapItulo 17 LABORATORIO CLINICO,1
903062,MEDICIÓN DE GASES EN SANGRE VENOSA,CapItulo 17 LABORATORIO CLINICO,1
903063,GLICOPROTEÍNA P,CapItulo 17 LABORATORIO CLINICO,1
903064,HEMOPEXINA,CapItulo 17 LABORATORIO CLINICO,1
903065,PRO PÉPTIDO ATRIAL NATRIURÉTICO [PRO-BNP] (PÉPTIDO CEREBRAL NATRIURÉTICO),CapItulo 17 LABORATORIO CLINICO,1
903066,PÉPTIDO ATRIAL NATRIURÉTICO [BNP] [PÉPTIDO CEREBRAL NATRIURÉTICO],CapItulo 17 LABORATORIO CLINICO,1
903067,METANEFRINAS LIBRES EN PLASMA SEMIAUTOMATIZADO O AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903068,METANEFRINAS FRACCIONADAS EN PLASMA SEMIAUTOMATIZADO O AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903069,NORMETANEFRINAS EN PLASMA SEMIAUTOMATIZADO O AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903070,IDENTIFICACIÓN DE OTRA PROTEÍNA (ESPECÍFICA),CapItulo 17 LABORATORIO CLINICO,1
903101,ÁCIDOS BILIARES TOTALES,CapItulo 17 LABORATORIO CLINICO,1
903102,ÁCIDO CÍTRICO EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903103,ÁCIDO 5 HIDROXI INDOLACÉTICO EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903104,ÁCIDO DELTA AMINOLEVULÍNICO [ALA] EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903105,ÁCIDO FÓLICO [FOLATOS] EN SUERO,CapItulo 17 LABORATORIO CLINICO,1
903106,ÁCIDO FÓLICO EN ERITROCITOS,CapItulo 17 LABORATORIO CLINICO,1
903107,ÁCIDO FÓRMICO EN ORINA,CapItulo 17 LABORATORIO CLINICO,1
903108,ÁCIDO HOMOGENTÉSICO EN ORINA,CapItulo 17 LABORATORIO CLINICO,1
903109,ÁCIDO HOMOVALÍNICO EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903110,ÁCIDO LÁCTICO [L-LACTATO] SEMIAUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903111,ÁCIDO LÁCTICO [L-LACTATO] AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903112,ÁCIDO PIRÚVICO [PIRUVATO],CapItulo 17 LABORATORIO CLINICO,1
903113,ÁCIDO VANILMANDÉLICO [VMA] EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903114,ÁCIDOS BILIARES FRACCIONADOS,CapItulo 17 LABORATORIO CLINICO,1
903201,FENILALANINA POST- CURVA DE TOLERANCIA CON ESTÍMULO BH-4,CapItulo 17 LABORATORIO CLINICO,1
903202,FENILALANINA CUALITATIVA,CapItulo 17 LABORATORIO CLINICO,1
903301,GALACTOSA CUANTITATIVA,CapItulo 17 LABORATORIO CLINICO,1
903302,CURVA DE LACTOSA,CapItulo 17 LABORATORIO CLINICO,1
903303,ALMIDONES,CapItulo 17 LABORATORIO CLINICO,1
903304,DISACARIDASA (LACTOSA SUCROSA MALTOSA Y PALATINASA),CapItulo 17 LABORATORIO CLINICO,1
903305,FRUCTOSA,CapItulo 17 LABORATORIO CLINICO,1
903401,ADENOSIN DEAMINASA [ADA],CapItulo 17 LABORATORIO CLINICO,1
903402,ALDOLASA,CapItulo 17 LABORATORIO CLINICO,1
903403,ALFA 1 ANTIQUIMIOTRIPSINA SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903404,ALFA 1 ANTIQUIMIOTRIPSINA AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903405,ALFA 1 ANTITRIPSINA SEMIAUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903406,ALFA 1 ANTITRIPSINA AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903407,ALFA 1 GLICOPROTEÍNA ÁCIDA U OROMUCOIDE,CapItulo 17 LABORATORIO CLINICO,1
903408,ALFA 2 ANTIPLASMINA FUNCIONAL,CapItulo 17 LABORATORIO CLINICO,1
903409,APOLIPOPROTEÍNAS A1 SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903410,APOLIPOPROTEÍNAS B SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903411,APOLIPOPROTEÍNAS A1 AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903412,APOLIPOPROTEÍNAS B AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903415,BETA TROMBOGLOBULINA,CapItulo 17 LABORATORIO CLINICO,1
903416,CERULOPLASMINA SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903417,CERULOPLASMINA AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903418,COLIGLICINA,CapItulo 17 LABORATORIO CLINICO,1
903419,COLINESTERASA EN ERITROCITOS [ACETILCOLINESTERASA],CapItulo 17 LABORATORIO CLINICO,1
903420,COLINESTERASA SERICA,CapItulo 17 LABORATORIO CLINICO,1
903421,COPROPORFIRINAS EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903422,COPROPORFIRINAS EN ORINA DE 24 HORAS AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903423,D- XILOSA PRUEBA DE ABSORCIÓN,CapItulo 17 LABORATORIO CLINICO,1
903424,DESHIDROGENASA HIDROXIBUTÍRICA,CapItulo 17 LABORATORIO CLINICO,1
903425,FRUCTOSAMINA,CapItulo 17 LABORATORIO CLINICO,1
903426,HEMOGLOBINA GLICOSILADA AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903427,HEMOGLOBINA GLICOSILADA MANUAL O SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903428,HEMOSIDERINA EN ORINA,CapItulo 17 LABORATORIO CLINICO,1
903429,ISOCITRATO DESHIDROGENASA,CapItulo 17 LABORATORIO CLINICO,1
903430,LEUCINA AMINOPEPTIDASA,CapItulo 17 LABORATORIO CLINICO,1
903431,LIPOPROTEÍNA A,CapItulo 17 LABORATORIO CLINICO,1
903432,NUCLEOTIDASA 5,CapItulo 17 LABORATORIO CLINICO,1
903433,PROTOPORFIRINA ZINC ERITROCITARIA,CapItulo 17 LABORATORIO CLINICO,1
903434,SEROTONINA-5 HIDROXI-TRIPTAMINA,CapItulo 17 LABORATORIO CLINICO,1
903435,SEROTONINA-5 HIDROXI-TRIPTAMINA EN ORINA DE 24HORAS,CapItulo 17 LABORATORIO CLINICO,1
903436,TROPONINA I CUALITATIVA,CapItulo 17 LABORATORIO CLINICO,1
903437,TROPONINA I CUANTITATIVA,CapItulo 17 LABORATORIO CLINICO,1
903438,TROPONINA T CUALITATIVA,CapItulo 17 LABORATORIO CLINICO,1
903439,TROPONINA T CUANTITATIVA,CapItulo 17 LABORATORIO CLINICO,1
903440,TRIPTASA NIVELES SEMIAUTOMATIZADO O AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903441,IDENTIFICACIÓN DE OTRA ENZIMA (ESPECÍFICA),CapItulo 17 LABORATORIO CLINICO,1
903442,CUANTIFICACIÓN DE OTRA ENZIMA (ESPECÍFICA),CapItulo 17 LABORATORIO CLINICO,1
903501,LÍQUIDO AMNIÓTICO CURVA ESPECTRAL O DE LILEY,CapItulo 17 LABORATORIO CLINICO,1
903502,LÍQUIDO AMNIÓTICO ÍNDICE DE MADUREZ FETAL PULMONAR (LECITINA-ESFINGOMIELINA O SULFACTANTE-ALBUMINA FOSFATIDIL GLICEROL RECUENTO DE CÉLULAS LAMELARES O ESPECTROFOTOMETRÍA 650 nm),CapItulo 17 LABORATORIO CLINICO,1
903503,LÍQUIDO PERICÁRDICO (EXAMEN FÍSICO Y CITOQUÍMICO CON DENSIDAD Y PROTEÍNAS),CapItulo 17 LABORATORIO CLINICO,1
903504,LÍQUIDO SINOVIAL (EXAMEN FÍSICO Y CITOQUÍMICO CON RECUENTO Y MORFOLOGÍA DE ERITROCITOS Y LEUCOCITOS GLUCOSA PROTEÍNAS FACTOR R.A. COMPLEMENTO TEST DE MUCINA Y ANÁLISIS CON LUZ POLARIZADA),CapItulo 17 LABORATORIO CLINICO,1
903505,LÍQUIDO SINOVIAL CRISTALES,CapItulo 17 LABORATORIO CLINICO,1
903506,OTROS LÍQUIDOS (EXAMEN FÍSICO Y CITOQUÍMICO CON RECUENTO Y MORFOLOGÍA DE ERITROCITOS Y LEUCOCITOS GLUCOSA PROTEÍNAS),CapItulo 17 LABORATORIO CLINICO,1
903601,ALUMINIO EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903602,AMONIO,CapItulo 17 LABORATORIO CLINICO,1
903603,CALCIO AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903604,CALCIO IÓNICO,CapItulo 17 LABORATORIO CLINICO,1
903605,IONOGRAMA [CLORO SODIO POTASIO Y BICARBONATO O CALCIO],CapItulo 17 LABORATORIO CLINICO,1
903608,ZINC,CapItulo 17 LABORATORIO CLINICO,1
903609,ZINC EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903610,ALUMINIO EN ORINA PARCIAL,CapItulo 17 LABORATORIO CLINICO,1
903611,ALUMINIO EN SUERO,CapItulo 17 LABORATORIO CLINICO,1
903612,ELECTROLITOS EN SUDOR [IONTOFORESIS] MEDICIÓN DIRECTA,CapItulo 17 LABORATORIO CLINICO,1
903613,ELECTROLITOS EN SUDOR [IONTOFORESIS] MEDICIÓN INDIRECTA,CapItulo 17 LABORATORIO CLINICO,1
903614,MAGNESIO IÓNICO,CapItulo 17 LABORATORIO CLINICO,1
903701,VITAMINA A [RETINOL],CapItulo 17 LABORATORIO CLINICO,1
903702,VITAMINA B1 [TIAMINA],CapItulo 17 LABORATORIO CLINICO,1
903703,VITAMINA B12 [CIANOCOBALAMINA],CapItulo 17 LABORATORIO CLINICO,1
903704,VITAMINA B2 [RIBOFLAVINA],CapItulo 17 LABORATORIO CLINICO,1
903705,VITAMINA B6 [PIRIDOXINA],CapItulo 17 LABORATORIO CLINICO,1
903706,VITAMINA D 25 HIDROXI TOTAL [D2-D3] [CALCIFEROL],CapItulo 17 LABORATORIO CLINICO,1
903707,VITAMINA D 125 DIHIDROXI [D2-D3] [CALCIFIDOL],CapItulo 17 LABORATORIO CLINICO,1
903708,VITAMINA E [TOCOFEROL],CapItulo 17 LABORATORIO CLINICO,1
903709,VITAMINA C [ÁCIDO ASCÓRBICO],CapItulo 17 LABORATORIO CLINICO,1
903711,VITAMINA K,CapItulo 17 LABORATORIO CLINICO,1
903801,ÁCIDO ÚRICO EN SUERO U OTROS FLUIDOS,CapItulo 17 LABORATORIO CLINICO,1
903802,ÁCIDO ÚRICO EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903803,ALBUMINA EN SUERO U OTROS FLUIDOS,CapItulo 17 LABORATORIO CLINICO,1
903804,ALBUMINA EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903805,AMILASA EN SUERO U OTROS FLUIDOS,CapItulo 17 LABORATORIO CLINICO,1
903806,AMILASA EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903807,ASPIRADO GÁSTRICO (EXAMEN FÍSICO Y CITOQUÍMICO CON RECUENTO DE POLIMORFONUCLEARES),CapItulo 17 LABORATORIO CLINICO,1
903808,BALANCE NITROGENADO [ÍNDICE CATABÓLICO],CapItulo 17 LABORATORIO CLINICO,1
903809,BILIRRUBINAS TOTAL Y DIRECTA,CapItulo 17 LABORATORIO CLINICO,1
903810,CALCIO SEMIAUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903811,CALCIO AUTOMATIZADO EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903812,CAPACIDAD DE COMBINACIÓN DEL HIERRO,CapItulo 17 LABORATORIO CLINICO,1
903813,CLORO,CapItulo 17 LABORATORIO CLINICO,1
903814,CLORO EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903815,COLESTEROL DE ALTA DENSIDAD,CapItulo 17 LABORATORIO CLINICO,1
903816,COLESTEROL DE BAJA DENSIDAD SEMIAUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903817,COLESTEROL DE BAJA DENSIDAD [LDL] AUTOMATIZADO,CapItulo 17 LABORATORIO CLINICO,1
903818,COLESTEROL TOTAL,CapItulo 17 LABORATORIO CLINICO,1
903819,CREATIN QUINASA (FRACCIÓN MB) SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903820,CREATIN QUINASA (FRACCIÓN MB) AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903821,CREATIN QUINASA TOTAL [CK-CPK],CapItulo 17 LABORATORIO CLINICO,1
903822,CREATINA,CapItulo 17 LABORATORIO CLINICO,1
903823,CREATININA DEPURACIÓN,CapItulo 17 LABORATORIO CLINICO,1
903824,CREATININA EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903826,CUERPOS CETÓNICOS O CETONAS EN ORINA,CapItulo 17 LABORATORIO CLINICO,1
903827,CUERPOS CETÓNICOS O CETONAS EN SANGRE,CapItulo 17 LABORATORIO CLINICO,1
903828,DESHIDROGENASA LÁCTICA,CapItulo 17 LABORATORIO CLINICO,1
903829,DESHIDROGENASA LÁCTICA ISOENZIMAS,CapItulo 17 LABORATORIO CLINICO,1
903830,FOSFATASA ÁCIDA,CapItulo 17 LABORATORIO CLINICO,1
903831,FOSFATASA ÁCIDA FRACCIÓN PROSTÁTICA SEMIAUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903832,FOSFATASA ÁCIDA FRACCIÓN PROSTÁTICA AUTOMATIZADA,CapItulo 17 LABORATORIO CLINICO,1
903833,FOSFATASA ALCALINA,CapItulo 17 LABORATORIO CLINICO,1
903834,FOSFATASA ALCALINA ESPECÍFICA DE HUESO,CapItulo 17 LABORATORIO CLINICO,1
903835,FÓSFORO EN SUERO U OTROS FLUIDOS,CapItulo 17 LABORATORIO CLINICO,1
903836,FÓSFORO EN ORINA DE 24 HORAS,CapItulo 17 LABORATORIO CLINICO,1
903837,FRACCIÓN EXCRETADA DE SODIO,CapItulo 17 LABORATORIO CLINICO,1
903838,GAMMA GLUTAMIL TRANSFERASA,CapItulo 17 LABORATORIO CLINICO,1
903839,GASES ARTERIALES (EN REPOSO O EN EJERCICIO),CapItulo 17 LABORATORIO CLINICO,1
903840,GLUCOSA EN ORINA,CapItulo 17 LABORATORIO CLINICO,1
903841,GLUCOSA EN SUERO U OTRO FLUIDO DIFERENTE A ORINA,CapItulo 17 LABORATORIO CLINICO,1
903842,GLUCOSA PRE Y POST CARGA DE GLUCOSA,CapItulo 17 LABORATORIO CLINICO,1
903843,GLUCOSA PRE Y POST PRANDIAL,CapItulo 17 LABORATORIO CLINICO,1
903844,GLUCOSA CURVA DE TOLERANCIA,CapItulo 17 LABORATORIO CLINICO,1
903845,GLUCOSA TEST O SULLIVAN,CapItulo 17 LABORATORIO CLINICO,1
903846,HIERRO TOTAL,CapItulo 17 LABORATORIO CLINICO,1
903847,LIPASA,CapItulo 17 LABORATORIO CLINICO,1
903848,LÍQUIDO AMNIÓTICO (EXAMEN FÍSICO Y CITOQUÍMICO: CÉLULAS ANARANJADAS TEST DE CLEMENS Y CREATININA),CapItulo 17 LABORATORIO CLINICO,1
903849,LÍQUIDO ASCITICO (EXAMEN FÍSICO Y CITOQUÍMICO),CapItulo 17 LABORATORIO CLINICO,1
