codigo_cups,codigo_soat,descripcion_soat,clase,cobertura,uvb,valor_pesos
901222,19514,HEMOCULTIVO,PUNTOS,POS,8.94,103300
901223,19514,HEMOCULTIVO,PUNTOS,POS,8.94,103300
901224,19514,HEMOCULTIVO,PUNTOS,POS,8.94,103300
901225,19514,HEMOCULTIVO,PUNTOS,POS,8.94,103300
901226,19514,HEMOCULTIVO,PUNTOS,POS,8.94,103300
901227,19514,HEMOCULTIVO,PUNTOS,POS,8.94,103300
901228,19319,CULTIVOS ESPECIALES PARA MICROORGANISMOS,PUNTOS,POS,5.07,58500
901229,19313,CULTIVO PARA MYCOBACTERIUM,PUNTOS,POS,9.07,104700
901230,19313,CULTIVO PARA MYCOBACTERIUM,PUNTOS,POS,9.07,104700
901231,19314,CULTIVO PARA MYCOPLASMA,PUNTOS,POS,3.84,44400
901232,19743,NEISSERIA GONORREA - CULTIVO DE THAYER MARTIN,PUNTOS,POS,7.65,88400
901233,19319,CULTIVOS ESPECIALES PARA MICROORGANISMOS,PUNTOS,POS,5.07,58500
901234,19309,CULTIVO PARA HONGOS,PUNTOS,POS,4.43,51200
901235,19075,ANTIBIOGRAMA,PUNTOS,POS,3.92,45300
901235,19850,RECUENTO DE COLONIAS - CUALQUIER MUESTRA,PUNTOS,POS,3.47,40100
901235,19966,UROCULTIVO CON RECUENTO DE COLONIAS,PUNTOS,POS,8.25,95400
901236,19075,ANTIBIOGRAMA,PUNTOS,POS,3.92,45300
901236,19850,RECUENTO DE COLONIAS - CUALQUIER MUESTRA,PUNTOS,POS,3.47,40100
901236,19966,UROCULTIVO CON RECUENTO DE COLONIAS,PUNTOS,POS,8.25,95400
901237,19075,ANTIBIOGRAMA,PUNTOS,POS,3.92,45300
901237,19850,RECUENTO DE COLONIAS - CUALQUIER MUESTRA,PUNTOS,POS,3.47,40100
901237,19966,UROCULTIVO CON RECUENTO DE COLONIAS,PUNTOS,POS,8.25,95400
901238,19319,CULTIVOS ESPECIALES PARA MICROORGANISMOS,PUNTOS,POS,5.07,58500
901239,19319,CULTIVOS ESPECIALES PARA MICROORGANISMOS,PUNTOS,NO POS,5.07,58500
901240,19319,CULTIVOS ESPECIALES PARA MICROORGANISMOS,PUNTOS,POS,5.07,58500
901241,19319,CULTIVOS ESPECIALES PARA MICROORGANISMOS,PUNTOS,POS,5.07,58500
901242,,CORYNEBACTERIUM DIFTERIAE PRUEBA DE TOXIGENICIDAD,,NO POS,,
901243,19514,HEMOCULTIVO,PUNTOS,POS,8.94,103300
901243,19313,CULTIVO PARA MYCOBACTERIUM,PUNTOS,POS,9.07,104700
901301,,BETA LACTAMASA PRUEBA DE PENICILINASA,,POS,,
901302,,DEMODEX EXAMEN DIRECTO,,POS,,
901303,19350,ECOLI - IDENTIFICACION SEROLOGICA,PUNTOS,POS,3.47,40100
901304,19874,SECRECION NASAL - OCULAR - OTICA - EXAMEN MICROSCOPICO C/U,PUNTOS,POS,3.17,36600
901304,19875,SECRECION URETRAL O VAGINAL - EXAMEN MICROSCOPICO C/U,PUNTOS,POS,6.7,77400
901305,19582,HONGOS - EXAMEN DIRECTO (KOH),PUNTOS,POS,1.81,20900
901306,,EXAMEN DIRECTO PARA HONGOS CON CALCOFLUOR,,POS,,
901307,,HONGOS PRUEBA DE VIABILIDAD,,POS,,
901309,19636,LEISHMANIASIS - DETERMINACION AC,PUNTOS,POS,2.11,24400
901310,,LEISHMANIA TIPIFICACION POR SONDAS DE DNA,,POS,,
901311,19640,LEPTOSPIRA - IDENTIFICACION SEROLOGICA,PUNTOS,POS,4.56,52600
901312,19688,LISTERIA - IDENTIFICACION SEROLOGICA,PUNTOS,POS,5.63,65100
901313,19734,MYCOBACTERIUM - IDENTIFICACION,PUNTOS,POS,12.72,146900
901315,,MYCOBACTERIUM LEPRAE DETECCION DE GLICOLIPIDO FENOLICO AUTOMATIZADO,,POS,,
901317,,NEISSERIA MENINGITIDIS SEROTIPIFICACION POR LATEX,,POS,,
901318,,SARCOPTES EXAMEN DIRECTO,,POS,,
901319,19876,SHIGUELLA - IDENTIFICACION SEROLOGICA,PUNTOS,POS,4.18,48300
901320,19896,STAPHILOCOCCUS AUREUS - IDENTIFICACION SEROLOGICA,PUNTOS,POS,4.15,47900
901321,19830,PRUEBA RAPIDA PARA STREPTOCOCCUS BETA HEMOLITICO,PUNTOS,POS,6.36,73500
901321,19897,STREPTOCOCCUS BETA HEMOLITICO - IDENTIFICACION SEROLOGICA,PUNTOS,POS,3.13,36200
901322,19786,PNEUMOCOCCUS - IDENTIFICACION SEROLOGICA,PUNTOS,POS,3.13,36200
901323,,MYCOBACTERIUM LEPRAE PRUEBA DE VIABILIDAD,,POS,,
901324,,FILARIA EXAMEN DIRECTO,,POS,,
901325,,EXAMEN DIRECTO DE CUALQUIER MUESTRA,,POS,,
901326,,LEISHMANIA EXAMEN DIRECTO,,POS,,
901501,,PRUEBA DE CONCENTRACION BACTERICIDA EN SUERO O LCR U OTROS,,POS,,
901502,,CLOSTRIDIUM TOXINA,,POS,,
902001,,ADHESIVIDAD PLAQUETARIA,,POS,,
902002,19027,AGREGACION PLAQUETARIA (CADA MUESTRA),PUNTOS,POS,3.62,41800
902003,19320,CURVA DE AGREGACION PLAQUETARIA,PUNTOS,POS,20.42,235900
902006,19142,ANTITROMBINA III,PUNTOS,POS,9.29,107300
902007,19142,ANTITROMBINA III,PUNTOS,POS,9.29,107300
902008,19142,ANTITROMBINA III,PUNTOS,POS,9.29,107300
902009,19142,ANTITROMBINA III,PUNTOS,POS,9.29,107300
902010,19827,PROTROMBINA - TIEMPO PT,PUNTOS,POS,4.56,52600
902011,19958,TROMBOPLASTINA - TIEMPO PARCIAL (PTT),PUNTOS,POS,4.43,51200
902012,19823,PROTROMBINA - CONSUMO,PUNTOS,POS,1.84,21300
902014,19407,FACTOR IX,PUNTOS,POS,3.58,41400
902015,19393,FACTOR PLAQUETARIO III (CELITE),PUNTOS,POS,5.54,64000
902016,19401,FACTOR V LABIL,PUNTOS,POS,3.58,41400
902017,19405,FACTOR VII,PUNTOS,POS,3.58,41400
902018,19406,FACTOR VIII,PUNTOS,POS,3.58,41400
902019,19418,FACTOR VON WILLEBRAND,PUNTOS,POS,3.58,41400
902020,19411,FACTOR X,PUNTOS,POS,3.58,41400
902021,19412,FACTOR XI,PUNTOS,POS,3.58,41400
902022,19413,FACTOR XII,PUNTOS,POS,3.58,41400
902023,19417,FACTOR XIII,PUNTOS,POS,3.58,41400
902024,19441,FIBRINOGENO,PUNTOS,POS,2.87,33100
902027,,INHIBIDOR DEL ACTIVADOR DE PLASMINOGENO [PAI 1],,POS,,
902028,,PLASMINA [FIBRINOLISINA],,NO POS,,
902029,19781,PLASMINOGENO,PUNTOS,POS,6.36,73500
902030,,PRECALICREINA,,POS,,
902031,19442,FIBRINOGENO - PRODUCTOS DE DEGRADACION,PUNTOS,POS,4.43,51200
902032,,PROPERDINA FACTOR B,,POS,,
902033,,PROTEINA C DE LA COAGULACION ACTIVIDAD,,POS,,
902034,,PROTEINA C DE LA COAGULACION ANTIGENO,,POS,,
902035,,PROTEINA S DE LA COAGULACION ACTIVIDAD,,POS,,
902036,,PROTEINA S DE LA COAGULACION ANTIGENO TOTAL,,POS,,
902037,,PROTEINA S DE LA COAGULACION ANTIGENO LIBRE,,POS,,
902038,19805,PROTAMINA,PUNTOS,NO POS,7.91,91400
902039,,RESISTENCIA A LA PROTEINA C ACTIVADA (ASOCIADA A FACTOR V),,POS,,
902041,19230,COAGULACION - TIEMPO DE RETRACCION,PUNTOS,POS,2,23100
902042,19227,COAGULACION - TIEMPO DE,PUNTOS,POS,1.84,21300
902044,,EUGLOBULINA TIEMPO DE LISIS,,POS,,
902045,19827,PROTROMBINA - TIEMPO PT,PUNTOS,POS,4.56,52600
902047,19872,SANGRIA - TIEMPO DE,PUNTOS,POS,0.794,9200
902048,19952,TROMBINA - TIEMPO DE,PUNTOS,POS,1.4,16100
902049,19953,TROMBOPLASTINA - TIEMPO ACTIVADO,PUNTOS,POS,3.84,44400
902049,19957,TROMBOPLASTINA - TIEMPO DE GENERACION,PUNTOS,POS,2.57,29600
902049,19958,TROMBOPLASTINA - TIEMPO PARCIAL (PTT),PUNTOS,POS,4.43,51200
902050,,HEPARINA COFACTOR II,,POS,,
902052,,CRIOFIBRINOGENO,,POS,,
902053,19027,AGREGACION PLAQUETARIA (CADA MUESTRA),PUNTOS,POS,3.62,41800
902054,,INHIBIDOR DE TROMBOPLASTINA TISULAR,,POS,,
902055,,INHIBIDOR DE FACTOR II,,POS,,
902056,,INHIBIDOR DE FACTOR IX,,POS,,
902057,,INHIBIDOR DE FACTOR V,,POS,,
902058,,INHIBIDOR DE FACTOR VII,,POS,,
902059,,INHIBIDOR DE FACTOR VIII,,POS,,
902060,,INHIBIDOR DE FACTOR X,,POS,,
902061,,INHIBIDOR DE FACTOR XI,,POS,,
902062,,INHIBIDOR DE FACTOR XII,,POS,,
902063,,PROTROMBINA FRAGMENTOS 1.2,,POS,,
902067,,UNION DE VON WILLEBRAND A COLAGENO: (VWF:CB),,POS,,
902068,,UNION DE VON WILLEBRAND A FACTOR VIII: (VWF:FVIIIB),,POS,,
902069,,MULTIMEROS DEL FACTOR DE VON WILLEBRAND: (VWF:MA),,POS,,
902071,,FACTOR VON WILLEBRAND PROTEASA DE CLIVAJE,,POS,,
902072,19418,FACTOR VON WILLEBRAND,PUNTOS,POS,3.58,41400
902073,,VISCOELASTICIDAD DE LA SANGRE,,POS,,
902074,,ANTIGENO DE FACTOR VON WILLEBRAND PRE Y POST ESTIMULO (ESPECIFICO) HASTA 6 MUESTRAS,,POS,,
902075,,ACTIVIDAD DE FACTOR VON WILLEBRAND PRE Y POST ESTIMULO (ESPECIFICO) HASTA 6 MUESTRAS,,POS,,
902076,,MEDICION DE ANTIAGREGACION PLAQUETARIA (ESPECIFICO),,POS,,
902077,,INHIBIDOR DE FACTOR VON WILLEBRAND,,POS,,
902078,,INHIBIDOR DE FACTOR XIII,,POS,,
902079,19080,ANTICOAGULANTE LUPICO,PUNTOS,POS,8.72,100700
902079,19079,ANTICOAGULANTES CIRCULANTES,PUNTOS,POS,7.99,92300
902101,,CELULAS L.E.,,POS,,
902102,19307,CUERPOS DE HEINZ,PUNTOS,POS,1.66,19200
902103,19307,CUERPOS DE HEINZ,PUNTOS,POS,1.66,19200
902104,,DIMERO D AUTOMATIZADO,,POS,,
902105,,DIMERO D MANUAL,,POS,,
902106,,ERITROPOYETINA,,POS,,
902107,19467,FRAGILIDAD OSMOTICA (RESISTENCIA GLOBULAR),PUNTOS,POS,2,23100
902108,19492,GLUCOSA 6. FOSFATO DESHIDROGENASA,PUNTOS,POS,6.83,78900
902109,19492,GLUCOSA 6. FOSFATO DESHIDROGENASA,PUNTOS,POS,6.83,78900
902110,19515,HEMOGLOBINA A2 POR CROMATOGRAFIA DE COLUMNA,PUNTOS,POS,6.62,76500
902111,19516,HEMOGLOBINA - ALQUILACION DE,PUNTOS,POS,5.42,62600
902111,19518,HEMOGLOBINA FETAL,PUNTOS,POS,4.15,47900
902112,19518,HEMOGLOBINA FETAL,PUNTOS,POS,4.15,47900
902113,19523,HEMOGLOBINA LIBRE EN PLASMA,PUNTOS,POS,5.97,69000
902114,19527,HEMOGLOBINA MATERNA Y FETAL (APT),PUNTOS,POS,2.68,30900
902114,19528,HEMOGLOBINA MATERNA Y FETAL (KLI HANER),PUNTOS,POS,2.45,28300
902115,19503,HAM - PRUEBA,PUNTOS,POS,3.21,37000
902116,,HIERRO MEDULAR,,POS,,
902118,19719,METAHEMOGLOBINA,PUNTOS,POS,1.89,21800
902119,,PRUEBA DE NEUTRALIZACION PLAQUETARIA,,POS,,
902120,,PLASMINOGENO ACTIVADOR TISULAR,,POS,,
902121,19344,DREPANOCITOS,PUNTOS,POS,1.4,16100
902122,,SULFOHEMOGLOBINA CUANTITATIVA,,NO POS,,
902123,,VISCOCIDAD RELATIVA DEL SUERO,,POS,,
902124,,MICROSCOPIA ELECTRONICA PLAQUETARIA,,POS,,
902204,19977,VELOCIDAD DE SEDIMENTACION GLOBULAR VSG,PUNTOS,POS,0.721,8300
902205,19977,VELOCIDAD DE SEDIMENTACION GLOBULAR VSG,PUNTOS,POS,0.721,8300
902206,19731,MORFOLOGIA GLOBULAR (SERIE ROJA),PUNTOS,POS,1.13,13100
902207,19304,CUADRO HEMATICO O HEMOGRAMA HEMATOCRITO Y LEUCOGRAMA,PUNTOS,POS,3.13,36200
902208,19304,CUADRO HEMATICO O HEMOGRAMA HEMATOCRITO Y LEUCOGRAMA,PUNTOS,POS,3.13,36200
902209,19304,CUADRO HEMATICO O HEMOGRAMA HEMATOCRITO Y LEUCOGRAMA,PUNTOS,POS,3.13,36200
902210,19304,CUADRO HEMATICO O HEMOGRAMA HEMATOCRITO Y LEUCOGRAMA,PUNTOS,POS,3.13,36200
902211,19505,HEMATOCRITO,PUNTOS,POS,0.566,6500
902213,19517,HEMOGLOBINA - CONCENTRACION DE,PUNTOS,POS,1.17,13500
902214,19534,HEMOPARASITOS (FROTIS - GOTA GRUESA),PUNTOS,POS,1.62,18700
902215,19534,HEMOPARASITOS (FROTIS - GOTA GRUESA),PUNTOS,POS,1.62,18700
902216,19642,LEUCOCITOS - RECUENTO DIFERENCIAL,PUNTOS,POS,0.904,10400
902216,19646,LEUCOCITOS - RECUENTO TOTAL,PUNTOS,POS,0.721,8300
902216,19647,LEUCOGRAMA - RECUENTO TOTAL Y DIFERENCIAL DE LEUCOCITOS,PUNTOS,POS,3.01,34800
902217,19466,FRAGILIDAD CAPILAR,PUNTOS,POS,2,23100
902217,19908,THORN - PRUEBA,PUNTOS,POS,2.68,30900
902218,19364,EOSINOFILOS - RECUENTO (CUALQUIER MUESTRA),PUNTOS,POS,2,23100
902219,19364,EOSINOFILOS - RECUENTO (CUALQUIER MUESTRA),PUNTOS,POS,2,23100
902220,19780,PLAQUETAS - RECUENTO,PUNTOS,POS,1.28,14800
902221,19780,PLAQUETAS - RECUENTO,PUNTOS,POS,1.28,14800
902223,19855,RETICULOCITOS - RECUENTO,PUNTOS,POS,2,23100
902224,19855,RETICULOCITOS - RECUENTO,PUNTOS,POS,2,23100
902225,19399,FACTOR RH ANTI D O FACTOR D,PUNTOS,POS,2.98,34400
902225,19923,TITULO ANTI D,PUNTOS,POS,4.86,56100
902226,,PRUEBA DE SUCROSA EN ERITROCITOS [TEST DE HARTMAN],,POS,,
902227,19304,CUADRO HEMATICO O HEMOGRAMA HEMATOCRITO Y LEUCOGRAMA,PUNTOS,POS,3.13,36200
903001,19055,ALFA 2 MACROGLOBULINA,PUNTOS,POS,3.09,35700
903002,19056,ALFA FETOPROTEINA,PUNTOS,POS,10.57,122200
903002,19700,MARCADORES TUMORALES CADA UNO,PUNTOS,POS,17.88,206500
903003,19482,GASES ARTERIALES,PUNTOS,POS,7,80900
903003,24106,GASIMETRIA ARTERIAL (CADA MUESTRA),PUNTOS,POS,5.33,61600
903004,19182,CALCULO BILIAR - FISICO-QUIMICO,PUNTOS,POS,4.26,49200
903005,19183,CALCULO RENAL - FISICO-QUIMICO,PUNTOS,POS,9.54,110200
903006,19194,CAROTENOS,PUNTOS,POS,3.47,40100
903007,19195,CATECOLAMINAS DIFERENCIADA,PUNTOS,POS,4.99,57600
903008,19195,CATECOLAMINAS DIFERENCIADA,PUNTOS,POS,4.99,57600
903009,,CATECOLAMINAS TOTALES EN ORINA DE 24 H,,POS,,
903010,,CATECOLAMINAS TOTALES EN PLASMA,,POS,,
903011,,DEOXIPIRIDINOLINA,,POS,,
903012,24106,GASIMETRIA ARTERIAL (CADA MUESTRA),PUNTOS,NO POS,5.33,61600
903013,19003,ACIDO ASCORBICO,PUNTOS,POS,1.81,20900
903013,19370,ESPERMOGRAMA CON BIOQUIMICA (INCLUYE: ACIDO CITRICO - FRUCTUOSA - GLICERIL -OSFORIL -COLINA),PUNTOS,POS,11.86,137000
903014,19374,ESTERASA ISOENZIMAS,PUNTOS,POS,6.49,75000
903014,19375,ESTERASA PANCREATICA,PUNTOS,POS,6.49,75000
903015,19374,ESTERASA ISOENZIMAS,PUNTOS,POS,6.49,75000
903015,19375,ESTERASA PANCREATICA,PUNTOS,POS,6.49,75000
903016,19436,FERRITINA,PUNTOS,POS,7.22,83400
903017,19459,FOSFATASA ALCALINA ISOENZIMAS,PUNTOS,POS,3.47,40100
903018,19459,FOSFATASA ALCALINA ISOENZIMAS,PUNTOS,POS,3.47,40100
903019,,FRACCION EXCRETADA DE BICARBONATO,,POS,,
903020,19504,HAPTOGLOBINA,PUNTOS,POS,4.26,49200
903021,19504,HAPTOGLOBINA,PUNTOS,POS,4.26,49200
903022,,HOMOCISTEINA,,POS,,
903023,,HIDROXIPROLINA EN ORINA,,POS,,
903024,19626,LACTOGENO PLACENTARIO,PUNTOS,POS,9.15,105700
903025,19718,METAEPINEFRINA,PUNTOS,POS,4.99,57600
903026,19722,MICROALBUMINURIA,PUNTOS,POS,5.72,66000
903027,19722,MICROALBUMINURIA,PUNTOS,POS,5.72,66000
903028,19722,MICROALBUMINURIA,PUNTOS,POS,5.72,66000
903030,19726,MIOGLOBINA,PUNTOS,POS,4.07,47000
903031,19726,MIOGLOBINA,PUNTOS,POS,4.07,47000
903032,,N-TELOPEPTIDO,,POS,,
903033,19761,OSMOLARIDAD,PUNTOS,POS,2.57,29600
903034,19761,OSMOLARIDAD,PUNTOS,POS,2.57,29600
903035,,OSTEOCALCINA,,POS,,
903036,,OXALATOS EN ORINA O EN SANGRE,,POS,,
903037,,PIRIDINOLINA EN ORINA,,POS,,
903038,19787,PORFIRINAS,PUNTOS,POS,3.17,36600
903039,19787,PORFIRINAS,PUNTOS,POS,3.17,36600
903040,19791,PORFOBILINOGENO,PUNTOS,POS,3.84,44400
903041,19791,PORFOBILINOGENO,PUNTOS,POS,3.84,44400
903042,19817,PROTEINAS TRANSPORTADORA DE TESTOSTERONA PTHS,PUNTOS,POS,14.01,161800
903043,,PRUEBA DE ALIENTO [13 C UREA] PARA HELICOBACTER PILORY,,POS,,
903044,19571,HIERRO SERICO - CAPACIDAD DE FIJACION Y COMBINACION,PUNTOS,POS,5.33,61600
903045,19935,TRANSFERRINA,PUNTOS,POS,11.26,130100
903046,19935,TRANSFERRINA,PUNTOS,POS,11.26,130100
903047,19946,TRIPSINA,PUNTOS,POS,3.36,38800
903048,,PROTEINA PLASMATICA ASOCIADA AL EMBARAZO [PAPPA-A],,POS,,
903049,,PROTEINA PLASMATICA ASOCIADA AL EMBARAZO [PAPPA-A] Y BETAGONADOTROPINA CORIONICA LIBRE [BHCG LIBRE] DOBLE MARCADOR,,POS,,
903050,,ALFAFETOPROTEINA [AFP] BETAGONADOTROPINA CORIONICA LIBRE [BHCG LIBRE] Y ESTRIOL TRIPLE MARCADOR,,POS,,
903051,19970,UROPORFIRINAS,PUNTOS,POS,3.92,45300
903052,,CITRATOS EN ORINA DE 24 HORAS,,POS,,
903053,,CITRATOS EN ORINA PARCIAL,,POS,,
903054,,C-TELOPEPTIDO,,POS,,
903055,,ESPERMATOZOIDES PEROXIDACION LIPIDICA,,POS,,
903056,19787,PORFIRINAS,PUNTOS,POS,3.17,36600
903057,,PORFIRINAS DIFERENCIADAS EN SANGRE,,POS,,
903058,19718,METAEPINEFRINA,PUNTOS,POS,4.99,57600
903059,19718,METAEPINEFRINA,PUNTOS,POS,4.99,57600
903060,,ANTIOXIDANTES TOTALES,,POS,,
903061,,DELTA DE PCO2 EN ORINA,,POS,,
903062,24115,GASES ARTERIALES Y VENOSOS MIXTOS - DETERMINACION DE CONTENIDOS - D (A V) 02 - EXTRACCION PERIFERICA Y APORTE DE O2,PUNTOS,POS,19.17,221400
903063,,GLICOPROTEINA P,,POS,,
903064,,HEMOPEXINA,,POS,,
903065,,PRO PEPTIDO ATRIAL NATRIURETICO [PRO-BNP] (PEPTIDO CEREBRAL NATRIURETICO),,POS,,
903066,,PEPTIDO ATRIAL NATRIURETICO [BNP] [PEPTIDO CEREBRAL NATRIURETICO],,POS,,
903067,19718,METAEPINEFRINA,PUNTOS,POS,4.99,57600
903068,19718,METAEPINEFRINA,PUNTOS,POS,4.99,57600
903069,19718,METAEPINEFRINA,PUNTOS,POS,4.99,57600
903070,,IDENTIFICACION DE OTRA PROTEINA (ESPECIFICA),,NO POS,,
903101,19004,ACIDOS BILIARES,PUNTOS,POS,6.36,73500
903102,,ACIDO CITRICO EN ORINA DE 24 HORAS,,POS,,
903103,19008,ACIDO 5 HIDROXI INDOLACETICO (SEROTONINA),PUNTOS,POS,5.24,60600
903104,19005,ACIDO DELTA AMINOLEVULINICO,PUNTOS,POS,9.32,107700
903105,19006,ACIDO FOLICO,PUNTOS,POS,8.04,92800
903105,19446,FOLATOS,PUNTOS,POS,10.23,118100
903106,19006,ACIDO FOLICO,PUNTOS,POS,8.04,92800
903106,19446,FOLATOS,PUNTOS,POS,10.23,118100
903107,,ACIDO FORMICO EN ORINA,,POS,,
903108,,ACIDO HOMOGENTESICO EN ORINA,,POS,,
903109,19009,ACIDO HOMOVANILICO,PUNTOS,POS,13.8,159400
903110,19010,ACIDO LACTICO,PUNTOS,POS,5.46,63100
903110,19624,LACTATO,PUNTOS,POS,6.36,73500
903111,19010,ACIDO LACTICO,PUNTOS,POS,5.46,63100
903111,19624,LACTATO,PUNTOS,POS,6.36,73500
903112,19014,ACIDO PIRUVICO,PUNTOS,POS,10.83,125100
903113,19020,ACIDO VANIL MANDELICO,PUNTOS,POS,11.69,135000
903114,19004,ACIDOS BILIARES,PUNTOS,POS,6.36,73500
903201,19321,CURVA DE TOLERANCIA A LA FENILALANINA POS ESTIMULO CON BH -4,PUNTOS,NO POS,38.21,441400
903202,19425,FENILALANINA,PUNTOS,POS,2.98,34400
903301,19478,GALACTOSA,PUNTOS,POS,3.47,40100
903302,,CURVA DE LACTOSA,,POS,,
903303,,ALMIDONES,,NO POS,,
903304,19728,MONO Y DISACARIDOS - CROMATOGRAFIA,PUNTOS,NO POS,10.57,122200
903305,,FRUCTOSA,,NO POS,,
903401,19022,ADENOSIN DE AMINASA,PUNTOS,POS,2.11,24400
903402,19044,ALDOLASA,PUNTOS,POS,5.07,58500
903403,,ALFA 1 ANTIQUIMIOTRIPSINA SEMIAUTOMATIZADA,,POS,,
903404,,ALFA 1 ANTIQUIMIOTRIPSINA AUTOMATIZADA,,POS,,
903405,19049,ALFA 1 ANTITRIPSINA,PUNTOS,POS,5.72,66000
903406,19049,ALFA 1 ANTITRIPSINA,PUNTOS,POS,5.72,66000
903406,19357,ENZIMAS EN SUERO -CUANTIFICACION,PUNTOS,POS,21.28,245800
903407,19050,ALFA 1 GLICOPROTEINA,PUNTOS,POS,3.28,37900
903408,,ALFA 2 ANTIPLASMINA FUNCIONAL,,POS,,
903409,19143,APOLIPOPROTEINAS A Y B,PUNTOS,POS,16.59,191700
903410,19143,APOLIPOPROTEINAS A Y B,PUNTOS,POS,16.59,191700
903411,19143,APOLIPOPROTEINAS A Y B,PUNTOS,POS,16.59,191700
903411,19357,ENZIMAS EN SUERO -CUANTIFICACION,PUNTOS,POS,21.28,245800
903412,19143,APOLIPOPROTEINAS A Y B,PUNTOS,POS,16.59,191700
903412,19357,ENZIMAS EN SUERO -CUANTIFICACION,PUNTOS,POS,21.28,245800
903415,,BETA TROMBOGLOBULINA,,NO POS,,
903416,19199,CERULOPLASMINA,PUNTOS,POS,6.27,72500
903417,19199,CERULOPLASMINA,PUNTOS,POS,6.27,72500
903417,19357,ENZIMAS EN SUERO -CUANTIFICACION,PUNTOS,POS,21.28,245800
903418,,COLIGLICINA,,NO POS,,
903419,19243,COLINESTERASA - EN GLOBULOS ROJOS,PUNTOS,POS,4.56,52600
903420,19244,COLINESTERASA - EN SANGRE TOTAL,PUNTOS,POS,5.07,58500
903420,19247,COLINESTERASA - SERICA,PUNTOS,POS,4.56,52600
903420,19833,PSEUDOCOLINESTERASA,PUNTOS,POS,4.77,55100
903421,19272,COPROPORFIRINAS,PUNTOS,POS,3.84,44400
903422,19272,COPROPORFIRINAS,PUNTOS,POS,3.84,44400
903423,19345,DXILOSA,PUNTOS,POS,10.83,125100
903424,19329,DESHIDROGENASA HIDROXIBUTIRICA HBDH,PUNTOS,POS,7.78,89900
903425,19473,FRUCTOSAMINA,PUNTOS,POS,3.51,40500
903426,19522,HEMOGLOBINA GLICOSILADA,PUNTOS,POS,6.92,80000
903427,19522,HEMOGLOBINA GLICOSILADA,PUNTOS,POS,6.92,80000
903428,19535,HEMOSIDERINA,PUNTOS,POS,7.13,82400
903429,19617,ISOCITRATO DESHIDROGENASA ICDH,PUNTOS,POS,6.75,78000
903430,19641,LEUCINA ARILAMIDASA LAP,PUNTOS,POS,7.69,88800
903431,19666,LIPOPROTEINAS ELECTROFORESIS,PUNTOS,POS,10.91,126100
903432,,NUCLEOTIDASA 5,,POS,,
903433,19822,PROTOPORFIRINA ZINC ERITROCITICA Z PP,PUNTOS,POS,5.37,62000
903434,19008,ACIDO 5 HIDROXI INDOLACETICO (SEROTONINA),PUNTOS,POS,5.24,60600
903435,19008,ACIDO 5 HIDROXI INDOLACETICO (SEROTONINA),PUNTOS,POS,5.24,60600
903436,,TROPONINA I CUALITATIVA,,POS,,
903437,,TROPONINA I CUANTITATIVA,,POS,,
903438,19959,TROPONINA T,PUNTOS,POS,9.67,111700
903439,19959,TROPONINA T,PUNTOS,POS,9.67,111700
903440,,TRIPTASA NIVELES SEMIAUTOMATIZADO O AUTOMATIZADO,,POS,,
903441,,IDENTIFICACION DE OTRA ENZIMA (ESPECIFICA),,NO POS,,
903442,,CUANTIFICACION DE OTRA ENZIMA (ESPECIFICA),,POS,,
903501,19671,LIQUIDO AMNIOTICO - CURVA ESPECTRAL,PUNTOS,POS,3.84,44400
903502,19460,FOSFATIDIL GLICEROL,PUNTOS,POS,7.65,88400
903502,19630,LECITINA ESFINGOMIELINA - INDICE,PUNTOS,POS,11.51,133000
903503,19677,LIQUIDO PERICARDICO - EXAMEN FISICO Y CITOQUIMICO (INCLUYE: DENSIDAD Y PROTEINAS),PUNTOS,POS,7.31,84400
903504,19684,LIQUIDO SINOVIAL - EXAMEN FISICO Y CITOQUIMICO INCLUYE: GLUCOSA Y TEST DE MUCINA),PUNTOS,POS,7.99,92300
903505,,LIQUIDO SINOVIAL CRISTALES,,POS,,
903506,,OTROS LIQUIDOS (EXAMEN FISICO Y CITOQUIMICO CON RECUENTO Y MORFOLOGIA DE ERITROCITOS Y LEUCOCITOS GLUCOSA PROTEINAS),,POS,,
903601,,ALUMINIO EN ORINA DE 24 HORAS,,POS,,
903602,19069,AMONIO,PUNTOS,POS,4.9,56600
903603,19177,CALCIO COLORIMETRICO,PUNTOS,POS,2.68,30900
903604,,CALCIO IONICO,,POS,,
903605,19224,CLORURO,PUNTOS,POS,1.43,16600
903605,19792,POTASIO,PUNTOS,POS,4.47,51600
903605,19891,SODIO,PUNTOS,POS,3.7,42700
903605,19177,CALCIO COLORIMETRICO,PUNTOS,POS,2.68,30900
903608,19991,ZINC,PUNTOS,POS,7.99,92300
903609,19991,ZINC,PUNTOS,POS,7.99,92300
903610,,ALUMINIO EN ORINA PARCIAL,,POS,,
903611,,ALUMINIO EN SUERO,,POS,,
903612,19613,IONTOFORESIS,PUNTOS,POS,14.87,171700
903613,19613,IONTOFORESIS,PUNTOS,POS,14.87,171700
903614,,MAGNESIO IONICO,,POS,,
903701,19981,VITAMINAS - CADA UNA,PUNTOS,POS,16.59,191700
903702,19981,VITAMINAS - CADA UNA,PUNTOS,POS,16.59,191700
903703,19981,VITAMINAS - CADA UNA,PUNTOS,POS,16.59,191700
903704,19981,VITAMINAS - CADA UNA,PUNTOS,POS,16.59,191700
