codigo_iss,clase,codigo_cups,descripcion,tipo_valor,uvr,valor_pesos
09422,PB,583240,"URETRECTOMÍA RADICAL, VÍA ABIERTA REPARACIONES Y OPERACIONES PLASTICAS EN LA URETRA",UVR,130,
09430,PB,584302,CIERRE DE FÍSTULA URETRO-PERINEO-ESCROTAL,UVR,100,
09430,PB,584303,RESECCIÓN DE FÍSTULA URETROCUTÁNEA,UVR,100,
09430,PB,584304,CIERRE DE FISTULA URETRO-VAGINAL,UVR,100,
09430,PB,584305,CIERRE DE FISTULA DE NEOURETRA,UVR,100,
09431,PB,584301,CIERRE DE FÍSTULA URETRORECTAL,UVR,130,
09432,PB,584200,CIERRE DE URETROSTOMÍA SOD,UVR,30,
09433,PB,584401,ANASTOMOSIS DE URETRA-URETRA,UVR,120,
09433,PB,584402,REVISIÓN DE ANASTOMOSIS DE URETRA,UVR,120,
09433,PB,584603,URETROPLASTIA PERINEAL,UVR,120,
09433,PB,597920,URETROPLASTIA DE AMPLIACIÓN,UVR,120,
09434,PB,584601,URETROPLASTIA TRANSPÚBICA,UVR,120,
09435,PB,584602,URETROPLASTIA CON OTROS TEJIDOS (CON INJERTO LIBRE DE MUCOSA VESICAL),UVR,130,
09436,PB,584101,URETRORRAFIA FEMENINA,UVR,70,
09436,PB,584102,URETRORRAFIA PENEANA,UVR,70,
09436,PB,584103,URETRORRAFIA PERINEAL OTRAS OPERACIONES EN LA URETRA,UVR,70,
09451,PB,578501,PLICATURA DE ESFINTER VESICAL,UVR,130,
09451,PB,579950,PROCEDIMIENTO ANTI-INCONTINENCIA URINARIA MASCULINA NCOC,UVR,130,
09455,PB,589110,DRENAJE DE GLÁNDULA BULBOURETRAL,UVR,30,
09455,PB,589120,INCISIÓN Y DRENAJE DE COLECCIONES PERIURETRALES O URINOSOS,UVR,30,
M09451,PB,589200,ESCISIÓN DE TEJIDO PERIURETRAL SOD,UVR,50,
M09454,PB,583202,"ESCISIÓN DE VALVA CONGÉNITA DE URETRA, VÍA ABIERTA PROSTATA Y VESICULAS SEMINALES INCISIONES EN PROSTATA",UVR,55,
09501,PB,600110,DRENAJE DE COLECCIÓN EN PROSTATA VIA ABIERTA,UVR,40,
09501,PB,608101,DRENAJE DE COLECCIÓN PERIPROSTÁTICA,UVR,40,
09501,PB,608201,ESCISIÓN DE LESION DE TEJIDO PERIPROSTÁTICO,UVR,40,
M09502,PB,600200,PROSTATOLITOTOMÍA SOD RESECCION DE PROSTATA,UVR,95,
09510,PB,603100,PROSTATECTOMÍA TRANSVESICAL SOD,UVR,200,
09510,PB,604000,ADENOMECTOMIA RETROPUBICA SOD,UVR,200,
09510,PB,604100,PROSTATECTOMÍA TRANSVESICOCAPSULAR SOD,UVR,200,
09513,PB,605100,PROSTATECTOMIA RADICAL (PROSTATOVESICULECTOMÍA) SOD,UVR,250,
09514,PB,577130,"ESCISIÓN O REMOCIÓN DE VEJIGA, PRÓSTATA, VESÍCULAS SEMINALES Y TEJIDO GRASO (CISTOPROSTATECTOMIA)",UVR,280,
09517,PB,609401,CONTROL DE HEMORRAGIA (POSTQUIRÚRGICA) DE PRÓSTATA VIA ABIERTA,UVR,150,
09518,PB,609301,REVISION Y REPARACION DE CAPSULA VIA TRANSVESICAL INCISIONES Y/O RESECCIONES EN VESICULAS SEMINALES,UVR,130,
09520,PB,601400,BIOPSIA ABIERTA DE VESICULAS SEMINALES SOD,UVR,40,
09520,PB,607200,VESICULOTOMÍA SEMINAL SOD,UVR,40,
09521,PB,607301,"VESICULECTOMÍA O ESPERMATOCISTECTOMIA TESTICULO, TUNICA VAGINAL, ESCROTO Y CORDON ESPERMATICO TRATAMIENTOS QUIRURGICOS DE HIDROCELE, HEMATOCELE, PIOCELE Y VARICOCELE",UVR,110,
09601,PB,612100,REPARACION O ESCISIÓN DE HIDROCELE DE TÚNICA VAGINALIS (HIDROCELECTOMIA) SOD (159),UVR,110,
09604,PB,631301,HIDROCELECTOMÍA DE CORDON ESPERMATICO VIA INGUINAL (159),UVR,55,
09602,PB,609100,ASPIRACIÓN PERCUTÁNEA DE PRÓSTATA SOD,UVR,35,
09602,PB,619100,ASPIRACION PERCUTANEA DE TUNICA VAGINAL (HIDROCELE) SOD,UVR,35,
09602,PB,619201,DRENAJE DE COLECCION DE TÚNICA VAGINALIS,UVR,35,
09602,PB,620100,DRENAJE POR INCISIÓN EN TESTÍCULO SOD,UVR,35,
09602,PB,629100,ASPIRACIÓN DE TESTÍCULO SOD,UVR,35,
09602,PB,639300,INCISIÓN Y DRENAJE DE CORDÓN ESPERMÁTICO SOD,UVR,40,
09602,PB,610101,INCISION Y DRENAJE DE ESCROTO Y TUNICA VAGINALIS,UVR,40,
09603,PB,633200,RESECCION DE HEMATOCELE DE CORDON ESPERMATICO SOD,UVR,70,
09604,PB,631001,LIGADURA ALTA DE VENA ESPERMÁTICA VIA RETROPERITONEAL,UVR,55,
09604,PB,631010,VARICOCELECTOMIA CON LIGADURA ALTA DE VENA ESPERMÁTICA,UVR,110,
09604,PB,631011,VARICOCELECTOMIA CON PRESERVACION DE ARTERIA,UVR,110,
09605,PB,639100,ASPIRACIÓN DE ESPERMATOCELE SOD,UVR,30,
09606,PB,644300,CONSTRUCCIÓN ( DE NOVO) DE PENE SOD,UVR,300,
09606,PB,645100,CIRUGÍA DE GENITALES AMBIGUOS SOD RESECCIONES LESIONES EN ESCROTO,UVR,300,
09621,PB,614200,FISTULECTOMÍA DEL ESCROTO SOD,UVR,60,
09622,PB,613102,FULGURACIÓN DE LESIÓN ESCROTAL,UVR,20,
09623,PB,613401,RESECCIÓN PARCIAL DEL ESCROTO,UVR,80,
09624,PB,613402,RESECCIÓN TOTAL DEL ESCROTO,UVR,130,
15142,PB,614910,RECONSTRUCCIÓN DE ESCROTO CON COLGAJO O INJERTO PEDICULAR RESECCION EN TESTICULO,UVR,100,
09630,PB,623000,ORQUIECTOMÍA (TESTICULO) SOD (85),UVR,50,
09631,PB,623001,ORQUIECTOMÍA CON EPIDIDIMECTOMIA (RADICAL) (85) REPARACIONES Y OPERACIONES PLASTICAS DEL TESTICULO,UVR,100,
09640,PB,627100,IMPLANTE DE PRÓTESIS TESTICULAR SOD,UVR,40,
09641,PB,626100,ORQUIDORRAFIA O SUTURA DE TESTÍCULO SOD,UVR,50,
09642,PB,625201,IMPLANTACIÓN DEL TESTÍCULO EN TEJIDOS VECINOS FIJACIONES QUIRURGICAS DEL TESTICULO,UVR,130,
09650,PB,625104,FIJACION TESTICULAR PROFILACTICA,UVR,50,
09651,PB,625101,ORQUIDOPEXIA CON DESTORSIÓN DE TESTÍCULO O DE CORDON ESPERMATICO (22),UVR,140,
09651,PB,625202,ORQUIDOPEXIA TRANSABDOMINAL,UVR,140,
09651,PB,625210,ORQUIDOPEXIA CON RECONSTRUCCIÓN DE CANAL INGUINAL (22),UVR,140,
09651,PB,625220,"ORQUIDOPEXIA CON TRANSPOSICION O MOVILIZACION Y SUSTITUCION DE TESTICULO EN ESCROTO (22) OTRAS OPERACIONES EN TESTICULO, TUNICA VAGINAL, ESCROTO Y CORDON ESPERMATICO",UVR,140,
09660,PB,619202,EXTRACCIÓN DE CUERPO EXTRAÑO DEL ESCROTO POR INCISION,UVR,30,
09661,PB,629300,EXTRACCIÓN DE CUERPO EXTRAÑO DEL TESTÍCULO SOD,UVR,70,
09661,PB,639600,EXTRACCIÓN DE CUERPO EXTRAÑO DE CORDÓN ESPERMÁTICO Y EPIDÍDIMO SOD,UVR,70,
09662,PB,635200,REDUCCIÓN DE TORSIÓN TESTICULAR O CORDÓN ESPERMÁTICO SOD,UVR,120,
09663,PB,622100,RESECCIÓN DE LESIONES TESTICULARES SOD,UVR,60,
09665,PB,613101,RESECCION DE QUISTE SEBACEO EN ESCROTO,UVR,50,
09666,PB,614100,SUTURA DE LACERACIÓN DE ESCROTO Y TÚNICA VAGINALIS SOD EPIDIDIMO Y CONDUCTO DEFERENTE OPERACIONES EN EPIDIDIMO Y CONDUCTO DEFERENTE,UVR,60,
09701,PB,637100,LIGADURA O SECCIÓN DE CONDUCTO DEFERENTE SOD,UVR,30,
09701,PB,637200,LIGADURA DE CORDÓN ESPERMÁTICO SOD,UVR,30,
09701,PB,637300,VASECTOMÍA SOD,UVR,30,
09702,PB,634000,EPIDIDIMECTOMÍA SOD,UVR,50,
09703,PB,638300,EPIDÍDIMOVASOSTOMÍA SOD,UVR,130,
09704,PB,632100,ESPERMATOCELECTOMÍA O RESECCIÓN QUISTE DEL EPIDÍDIMO SOD,UVR,50,
09705,PB,639200,INCISIÓN (EPIDIDIMOTOMÍA)Y DRENAJE DEL EPIDÍDIMO SOD,UVR,40,
09706,PB,638200,RECONSTRUCCIÓN DEL CONDUCTO DEFERENTE SECCIONADO O VASO VASOSTOMÍA SOD,UVR,130,
M09708,PB,636100,VASOTOMÍA SOD PENE OPERACIONES EN PREPUCIO,UVR,55,
09801,PB,649100,CORTE DORSAL O LATERAL EN PREPUCIO SOD (215) APLICA: para la reducción quirúrgica de la parafimosis (215),UVR,30,
09802,PB,642100,FULGURACIÓN O RESECCIÓN DE LESIÓNES EN PENE SOD,UVR,20,
09803,PB,640000,CIRCUNCISIÓN SOD (216),UVR,70,
09803,PB,644920,PLASTIA DE FRENILLO PENEAL,UVR,35,
09803,PB,649300,SECCION O CORTE DE ADHERENCIAS PENEANAS SOD AMPUTACIONES DEL PENE,UVR,35,
09810,PB,643100,AMPUTACIÓN PARCIAL DEL PENE O PENECTOMÍA PARCIAL SOD,UVR,85,
09811,PB,643200,AMPUTACIÓN TOTAL DEL PENE O PENECTOMÍA TOTAL SOD REPARACIONES Y OPERACIONES PLASTICAS EN PENE,UVR,130,
09820,PB,584500,REPARACION DE EPISPADIAS O HIPOSPADIAS SOD,UVR,200,
09820,PB,584530,"MAGPI : MEATOPLASTIA, GLANDULOPLASTIA, AVANZAMIENTO",UVR,200,
09822,PB,644910,ESCISIÓN DE NODULOS DE ENFERMEDAD DE PEYRONIE (23),UVR,125,
09824,PB,644100,SUTURA DE LACERACIÓN O HERIDA EN PENE SOD,UVR,30,
09825,,649500,INSERCIÓN O REEMPLAZO DE PRÓTESIS INTERNA DE PENE NO INFLABLE (RIGIDA Y SEMIRÍGIDA) SOD,UVR,120,
09825,,649700,INSERCIÓN O SUSTITUCIÓN DE PRÓTESIS DE PENE INFLABLE SOD,UVR,120,
09827,PB,644400,RECONSTRUCCIÓN PENEANA SOD,UVR,130,
09827,PB,644500,REIMPLANTE O RECOLOCACION DE PENE SOD,UVR,130,
09828,,649600,RETIRO DE PRÓTESIS PENEANA SOD,UVR,40,
09829,,649804,CORRECCIÓN DE ANGULACIÓN PENEANA,UVR,100,
M09821,PB,644200,LIBERACIÓN DE CORDEE SOD OTRAS OPERACIONES EN PENE,UVR,50,
09840,PB,649805,INCISIÓN Y DRENAJE DE FLEGMÓN PENEANO,UVR,20,
09841,PB,649803,"IRRIGACIÓN, PUNCION O DRENAJE DE CUERPO CAVERNOSO",UVR,110,
09842,PB,649801,DERIVACIÓN CUERPOCAVERNOSA-CUERPOESPONGIOSA O BULBO-CAVERNOSA,UVR,130,
09842,PB,649802,DERIVACIÓN CUERPO-SAFENA O SAFENO-CAVERNOSA,UVR,130,
09843,PB,644930,"INYECCION EN PLACAS DE FIBROSIS DE PENE Cirugía de Mama, la siguiente nomenclatura y calificación en Unidades de Valor Relativo (UVR): MAMA",UVR,20,
10101,PB,850100,DRENAJE EN MAMA DE COLECCIÓN POR MASTOTOMIA O MAMOTOMIA SOD,UVR,30,
10102,PB,850201,EXTRACCION DE CUERPO EXTRAÑO DE MAMA POR MASTOTOMIA (217) APLICA: para granuloma (217) RESECCIONES EN LA MAMA,UVR,30,
10110,PB,852002,ESCISIÓN SELECTIVA DE CANAL GALACTOFORO,UVR,50,
10110,PB,852003,ESCISIÓN EN BLOQUE DE CONDUCTOS GALACTOFOROS,UVR,50,
10110,PB,852100,RESECCION LOCAL DE LESIÓN DE MAMA SOD (218),UVR,50,
10110,PB,852401,ESCISIÓN DE PEZON ACCESORIO O SUPERNUMERARIO,UVR,50,
10110,PB,852500,ESCISIÓN DE PEZON SOD,UVR,50,
10111,PB,854100,MASTECTOMIA SIMPLE UNILATERAL SOD,UVR,80,
10111,PB,854200,MASTECTOMIA SIMPLE TOTAL BILATERAL SOD,UVR,140,
10111,PB,854400,MASTECTOMIA SIMPLE AMPLIADA BILATERAL SOD,UVR,155,
10115,PB,854301,MASTECTOMIA SIMPLE CON ESCISIÓN DE GANGLIOS LINFATICOS REGIONALES,UVR,120,
10113,PB,853301,MASTECTOMIA SUBCUTANEA CON RECONSTRUCCION SIMULTANEA,UVR,80,
10114,PB,854501,"ESCISIÓN DE MAMA, MUSCULOS PECTORALES Y GANGLIO LINFATICO REGIONALES",UVR,150,
10114,PB,854600,MASTECTOMIA RADICAL BILATERAL SOD,UVR,265,
10114,PB,854701,"ESCISIÓN DE MAMA, MUSCULOS, GANGLIOS LINFATICOS (AXILARES,CLAVICULARES,SUPRACLAVICULARES,MAMARIOS INTERNOS Y MEDIASTINICOS)",UVR,150,
10114,PB,854800,MASTECTOMIA RADICAL AMPLIADA BILATERAL SOD,UVR,265,
10115,PB,854502,MASTECTOMIA RADICAL MODIFICADA UNILATERAL,UVR,140,
10116,PB,853101,MAMOPLASTIA DE REDUCCION POR GINECOMASTIA,UVR,60,
10117,PB,852200,RESECCION DE CUADRANTE DE MAMA SOD,UVR,80,
10117,PB,852300,"MASTECTOMIA SUBTOTAL SOD Ginecología, la siguiente nomenclatura y calificación en Unidades de Valor Relativo (UVR): OVARIO INCISIONES EN OVARIO",UVR,80,
11101,PB,M11101,OOFOROSTOMÍA; INCLUYE DRENAJE DE ABSCESO O QUISTE,UVR,60,
11102,PB,652401,PUNCIÓN Y DRENAJE DE LESION DE OVARIO POR LAPAROTOMÍA,UVR,70,
11105,PB,652200,RESECCIÓN CUNEIFORME EN OVARIO SOD,UVR,65,
11106,PB,652101,CISTECTOMÍA DE OVARIO POR LAPAROTOMÍA,UVR,100,
11106,PB,652301,RESECCIÓN DE TUMOR DE OVARIO POR LAPAROTOMÍA,UVR,100,
11107,PB,652801,RESECCIÓN DE QUISTE PARA-OVÁRICO POR LAPAROTOMÍA RESECCION EN OVARIO,UVR,110,
11120,PB,652410,OFOROSTOMIA,UVR,50,
11120,PB,653101,OOFORECTOMÍA UNILATERAL POR LAPÀROTOMIA,UVR,60,
11120,PB,655101,OOFORECTOMÍA BILATERAL POR LAPAROTOMÍA,UVR,100,
11120,PB,655200,ESCISIÓN DE OVARIO REMANENTE SOLITARIO O ÚNICO SOD,UVR,60,
11122,PB,653103,OOFORECTOMÍA UNILATERAL CON OMENTECTOMIA POR LAPAROTOMÍA,UVR,70,
11122,PB,655103,OOFORECTOMÍA BILATERAL CON OMENTECTOMIA POR LAPAROTOMÍA OTRAS OPERACIONES EN OVARIO,UVR,120,
11130,PB,657801,OOFOROPEXIA UNILATERAL POR LAPAROTOMÍA,UVR,75,
11130,PB,657803,OOFOROPEXIA BILATERAL POR LAPAROTOMÍA,UVR,105,
11132,,652910,CITOREDUCCIÓN DE TUMOR DE OVARIO,UVR,125,
11132,,691910,CITORREDUCCIÓN DE TUMOR DE LIGAMENTO ANCHO O DE LIGAMENTO UTERO SACRO,UVR,125,
M11131,PB,657000,OFOROPLASTIA SOD,UVR,55,
M11132,PB,657100,OOFORORRAFIA SIMPLE SOD TROMPA DE FALOPIO RESECCION EN TROMPA DE FALOPIO,UVR,55,
11201,PB,664001,SALPINGECTOMÍA UNILATERAL TOTAL POR LAPAROTOMÍA,UVR,70,
11201,PB,665001,SALPINGECTOMÍA BILATERAL TOTAL POR LAPAROTOMÍA,UVR,100,
11201,PB,665301,ESCISIÓN DE TROMPA DE FALOPIO REMANENTE,UVR,70,
11201,PB,666110,ESCISIÓN DE LESION CON SALPINGECTOMÍA PARCIAL,UVR,70,
11201,PB,669110,SALPINGO-OOFORECTOMÍA UNILATERAL POR LAPAROTOMÍA,UVR,100,
11201,PB,669130,"ESCISIÓN DE UN OVARIO (REMANENTE, SOLITARIO O ÚNICO) CON RESECCION DE TROMPA",UVR,100,
11201,PB,669210,SALPINGO-OOFORECTOMÍA BILATERAL POR LAPAROTOMÍA,UVR,120,
11202,PB,663100,SECCIÓN Y/O LIGADURA DE TROMPAS DE FALOPIO [CIRUGIA DE POMEROY] POR MINILAPAROTOMIA SOD REPARACIONES EN LA TROMPA DE FALOPIO,UVR,65,
11210,PB,660101,SALPINGOSTOMÍA Y DRENAJE TROMPA DE FALOPIO POR LAPAROTOMÍA (86) APLICA: para el tratamiento conservador del embarazo ectópico (86),UVR,100,
11210,PB,660201,SALPINGOSTOMÍA POR LAPAROTOMÍA (86),UVR,75,
11211,PB,667901,SALPINGOPLASTIA (FIMBROPLASTIA) POR LAPAROTOMÍA,UVR,125,
11212,PB,M11212,"SALPINGOPLASTIA O SALPINGONEOSTOMÍA, POR MICROCIRUGÍA",UVR,140,
M11222,PB,669410,SALPINGO-OOFOROPLASTIA [OPERACIÓN DE ESTES] OTRAS OPERACIONES EN LA TROMPA DE FALOPIO,UVR,110,
11240,PB,652901,"LIBERACION O LISIS DE ADHERENCIAS (LEVES, MODERADAS O SEVERAS) DE OVARIO POR LAPAROTOMIA (24)",UVR,90,
11240,PB,667601,SALPINGOLISIS POR LAPAROTOMIA,UVR,90,
11240,PB,669901,LIBERACIÓN O LISIS DE ADHERENCIAS DE OVARIO Y TROMPAS DE FALOPIO POR LAPAROTOMIA,UVR,90,
M011221,PB,667101,SUTURA SIMPLE DE TROMPA DE FALOPIO POR LAPAROTOMÍA LIGAMENTO ANCHO OPERACIONES DEL LIGAMENTO ANCHO,UVR,50,
11300,PB,666210,RESECCIÓN DE LESION EN MESOSALPINX POR LAPAROTOMÍA,UVR,110,
11300,PB,691110,RESECCION DE TUMOR DE LIGAMENTO ANCHO POR LAPAROTOMIA,UVR,110,
11300,PB,691130,SECCIÓN DE LIGAMENTO UTERO SACRO POR LAPAROTOMIA,UVR,110,
11301,,691901,DRENAJE DE COLECCION DE LIGAMENTO ANCHO POR LAPAROTOMIA UTERO REPARACIONES EN UTERO,UVR,70,
11401,PB,692210,HISTEROPEXIA POR LAPAROTOMÍA,UVR,70,
11402,PB,692211,HISTEROPEXIA POR LAPAROTOMIA CON SIMPATECTOMIA PRESACRA,UVR,120,
11403,,692110,INTERPOSICION TIPO WATKINS INCISIONES-EXCISIONES DE LESION UTERINA,UVR,80,
11410,PB,682402,MIOMECTOMÍA UTERINA Y ESCISION DE TUMOR FIBROIDE ( UNICO O MULTIPLE) VIA VAGINAL,UVR,100,
11411,PB,682401,MIOMECTOMÍA UTERINA Y ESCISION DE TUMOR FIBROIDE (UNICO O MULTIPLE) POR LAPAROTOMÍA,UVR,100,
11412,PB,699700,RETIRO DE OTRO CUERPO EXTRAÑO PENETRANTE EN CUELLO UTERINO SOD,UVR,30,
11413,PB,682300,RESECCIÓN DE PÓLIPO ENDOMETRIAL SOD,UVR,35,
11414,PB,690101,LEGRADO UTERINO GINECOLÓGICO DIAGNÓSTICO,UVR,50,
11414,PB,690102,LEGRADO UTERINO GINECOLÓGICO TERAPEUTICO OPERACIONES SOBRE EL CUELLO UTERINO,UVR,50,
11420,PB,674000,AMPUTACIÓN DEL CUELLO UTERINO O TRAQUELECTOMÍA SOD,UVR,70,
11421,PB,674100,ESCISION DE MUÑON CERVICAL VIA VAGINAL O ABDOMINAL SOD,UVR,55,
11422,PB,674200,ESCISION DE MUÑON CERVICAL CON REPARACION DEL PISO PELVICO SOD,UVR,110,
11423,PB,674300,ESCISION DE MUÑON CERVICAL CON COLPORRAFIA ANTERIOR Y POSTERIOR SOD,UVR,110,
11424,PB,674400,ESCISION DE MUÑON CERVICAL CON CORRECCIÓN DE ENTEROCELE SOD,UVR,110,
11425,PB,670100,DILATACIÓN Y CURETAJE DE MUÑÓN CERVICAL SOD,UVR,20,
11426,PB,673401,CONIZACION CON RADIOCIRUGIA (LETZ) BAJO COLPOSCOPIA,UVR,80,
11427,PB,672001,CONIZACION NCOC,UVR,70,
11428,PB,675100,CERCLAJE DE ISTMO UTERINO SOD,UVR,55,
11428,PB,699600,RETIRO DE MATERIAL DE CERCLAJE DE CUELLO UTERINO SOD,UVR,30,
11429,PB,673101,ESCISIÓN DE PÓLIPO EN CUELLO UTERINO (CERVIX) NCOC ** ** NCOC: Clasificable bajo Otro Concepto OPERACIONES PLASTICAS EN UTERO Y CUELLO UTERINO,UVR,30,
11430,PB,694101,HISTERORRAFIA POR LAPAROTOMÍA (220) APLICA: para ruptura uterina no obstétrica (220),UVR,80,
11431,PB,682201,INCISIÓN O ESCISIÓN DE TABIQUE CONGÉNITO UTERINO POR LAPAROTOMÍA,UVR,90,
11431,PB,694910,CORRECIÓN DE DESGARRO O LACERACIÓN OBSTÉTRICA ANTIGUAS EN ÚTERO,UVR,40,
11431,PB,694920,HISTEROPLASTIA [OPERACIÓN DE STRASMAN],UVR,150,
11431,PB,755100,REPARACION DE DESGARRO OBSTÉTRICO ACTUAL DE CUELLO UTERINO (CERVIX) SOD,UVR,40,
11431,PB,755200,REPARACION DE DESGARRO OBSTÉTRICO ACTUAL DE CUERPO UTERINO SOD,UVR,40,
11433,PB,676100,SUTURA DE LACERACIÓN O DESGARRO DE CUELLO UTERINO (CERVIX) SOD,UVR,35,
11433,PB,676910,CORRECCIÓN DE DESGARRO OBSTÉTRICO ANTIGUO DE CUELLO UTERINO,UVR,40,
11433,PB,676920,TRAQUELOPLASTIA CON TRAQUELORRAFIA OTRAS OPERACIONES EN UTERO,UVR,55,
11440,PB,684000,HISTERECTOMÍA TOTAL ABDOMINAL SOD,UVR,150,
11441,PB,683100,HISTERECTOMÍA SUBTOTAL O SUPRACERVICAL SOD,UVR,150,
11442,PB,684101,HISTERECTOMÍA TOTAL ABDOMINAL AMPLIADA CON VAGINECTOMIA PARCIAL,UVR,170,
11445,PB,684010,"HISTERECTOMÍA TOTAL, CON CERVICECTOMIA, REMOCION DE VEJIGA, TRANSPLANTE URETERAL Y/O RESECCION ABDOMINOPERINEAL DE COLON Y RECTO Y COLOSTOMIA O CUALQUIER COMBINACION ANTERIOR.",UVR,340,
11446,PB,686100,HISTERECTOMÍA RADICAL MODIFICADA [OPERACIÓN DE WERTHEIM] SOD (384),UVR,180,
11447,PB,685100,HISTERECTOMÍA VAGINAL SOD,UVR,150,
11448,PB,685130,HISTERECTOMÍA VAGINAL CON REPARACION PLASTICA DE VAGINA Y COLPORRAFIA ANTERIOR Y POSTERIOR,UVR,160,
11449,PB,685110,HISTERECTOMÍA VAGINAL CON COLPOURETROCISTOPEXIA,UVR,160,
11450,PB,685120,HISTERECTOMÍA VAGINAL CON REPARACION DE ENTEROCELE,UVR,160,
11451,PB,687000,HISTERECTOMÍA RADICAL VAGINAL [ OPERACIÓN DE SCHAUTA] SOD,UVR,250,
11452,PB,691301,SECCIÓN DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VIA LAPAROTOMIA,UVR,50,
11454,PB,549201,"EXTRACCION CUERPO EXTRAÑO INTRAPERITONEAL (O DIU PERDIDO), POR LAPAROTOMIA",UVR,75,
11455,PB,699120,IMPLANTACION INTRAUTERINA DE PLATINAS RADIOACTIVAS VAGINA INCISIONES EN VAGINA,UVR,40,
11501,PB,701201,COLPOTOMIA CON EXPLORACION,UVR,45,
11502,PB,701420,DRENAJE DE COLECCIÓN DE FONDO DE SACO (CUPULA VAGINAL),UVR,50,
11502,PB,703200,ESCISIÓN O ABLACIÓN DE LESION O TEJIDO EN FONDO DE SACO SOD,UVR,50,
11503,PB,701202,COLPOTOMIA CON DRENAJE DE COLECCIÓN PELVICA,UVR,85,
11504,PB,701300,LIBERACIÓN-LISIS DE ADHERENCIAS INTRALUMINALES EN VAGINA SOD,UVR,30,
11504,PB,701410,SECCIÓN O INCISION DE TABIQUE VAGINAL,UVR,60,
11504,PB,703310,RESECCION DEL TABIQUE VAGINAL,UVR,60,
11504,PB,710100,LISIS DE ADHERENCIAS EN VULVA SOD,UVR,30,
M11504,PB,701430,VAGINOPERINEOTOMÍA (221) EXCLUYE: la episiotomía para atención de parto (221) RESECCION EN VAGINA,UVR,30,
11520,PB,703330,RESECCIÓN PARCIAL DE VAGINA O ESCISIÓN DE MANGUITO VAGINAL,UVR,60,
11521,PB,704100,VAGINECTOMÍA O COLPECTOMIA TOTAL SOD,UVR,100,
11522,PB,708100,OBLITERACIÓN Y ESCISIÓN LOCAL DE VAGINA (COLPOCLEISIS) SOD,UVR,90,
11523,PB,703100,HIMENECTOMÍA O HIMENOTOMIA SOD,UVR,30,
11523,,707600,HIMENORRAFIA O HIMENOPLASTIA SOD,UVR,30,
11525,PB,703321,RESECCIÓN DE LESION BENIGNA EN TERCIO SUPERIOR DE VAGINA (87) APLICA: para tumor y/o quiste (87),UVR,70,
11525,PB,703340,RESECCIÓN DE TUMOR MALIGNO DE VAGINA,UVR,95,
11526,PB,703320,RESECCIÓN DE LESION BENIGNA EN TERCIO MEDIO O INFERIOR DE VAGINA (87) OTRAS OPERACIONES EN LA VAGINA Y ANEXOS,UVR,50,
11531,PB,568440,FISTULECTOMÍA VESICO-URETERO-VAGINAL Y REIMPLANTE URETERAL,UVR,215,
11531,PB,707510,CIERRE DE FISTULA URETROVAGINAL O VESICO VAGINAL SOD,UVR,135,
11532,,709100,EXTRACCIÓN DE CUERPO EXTRAÑO EN VAGINA CON INCISIÓN SOD,UVR,20,
11533,,707930,CORECCIÓN DE SENO UROGENITAL,UVR,180,
11534,PB,706101,VAGINOPLASTIA POR VIA ABDOMINAL,UVR,220,
11534,PB,706102,VAGINOPLASTIA POR VIA PERINEAL,UVR,130,
11534,PB,706103,VAGINOPLASTIA POR VIA ABDOMINOPERINEAL CORRECCION QUIRURGICA DE COLPO-URETRO Y ENTEROCELE,UVR,300,
11540,PB,705110,COLPORRAFIA ANTERIOR CON PLASTIA O REPARACIÓN DE URETROCELE,UVR,70,
11541,PB,705210,COLPORRAFIA POSTERIOR,UVR,50,
11541,PB,709220,REPARACION DE ENTEROCELE VIA VAGINAL,UVR,70,
11542,PB,705301,COLPORRAFIA ANTERIOR Y POSTERIOR,UVR,90,
11543,PB,705303,COLPORRAFIA ANTERIOR Y POSTERIOR CON AMPUTACION DE CUELLO [MANCHESTER-FOTHERGILL],UVR,105,
11544,PB,705302,COLPORRAFIA ANTERIOR Y POSTERIOR CON REPARACION DE ENTEROCELE,UVR,130,
11545,PB,707701,COLPOPEXIA POR LAPAROTOMÍA,UVR,140,
11545,PB,707702,COLPOPEXIA VIA VAGINAL,UVR,140,
11546,PB,597940,URETROCOLPOPEXIA VIA VAGINAL O ABDOMINAL,UVR,150,
11547,PB,597941,URETROCOLPOPEXIA REPRODUCIDA VIA VAGINAL O ABDOMINAL,UVR,170,
11548,,709230,REPARACION DE ENTEROCELE VIA ABDOMINAL OTRAS OPERACIONES PLASTICAS EN LA VAGINA,UVR,140,
11551,PB,717920,SUTURA DE DESGARRO O LACERACION NO OBSTETRICA RECIENTE QUE INVOLUCRA VULVA O PERINE (MUCOSA Y/O MUSCULO) ( GRADO I-II),UVR,50,
11551,PB,707120,REPARACION DE DESGARRO VAGINAL NO OBSTETRICO GRADO III (RECTOVAGINAL CON COMPROMISO DE ESFINTER ANAL),UVR,70,
11552,PB,707130,REPARACION DE DESGARRO VAGINAL NO OBSTETRICO GRADO IV (ESTALLIDO DE VEJIGA CON O SIN EVISCERACION),UVR,110,
11554,PB,706000,RECONSTRUCCIÓN DE VAGINA SOD,UVR,150,
11555,PB,707200,CORRECCIÓN DE FÍSTULA COLOVAGINAL (CECOVAGINAL) SOD,UVR,130,
