codigo_iss,clase,codigo_cups,descripcion,tipo_valor,uvr,valor_pesos
07720,PB,454100,RESECCION DE LESION O TEJIDO DE INTESTINO GRUESO SOD,UVR,120,
07721,PB,449500,BAYPASS O DERIVACION O PUENTE DUODENAL PARA REFLUJO DUODENOGÁSTRICO SOD,UVR,140,
07722,PB,456201,DUODENECTOMIA,UVR,100,
07722,PB,456202,YEYUNECTOMIA,UVR,100,
07722,PB,456203,ILECTOMIA,UVR,100,
07722,PB,456300,RESECCION TOTAL DE INTESTINO DELGADO SOD,UVR,100,
07722,PB,456400,RESECCIÓN INTESTINAL CONDUCTO ONFALOMESENTERICO SOD,UVR,100,
07722,PB,459100,ANASTOMOSIS DE INTESTINO DELGADO A INTESTINO DELGADO SOD,UVR,85,
07722,PB,459200,ANASTOMOSIS DE INTESTINO DELGADO AL MUÑON RECTAL SOD,UVR,85,
07722,PB,459400,ANASTOMOSIS DE INTESTINO GRUESO A INTESTINO GRUESO SOD,UVR,85,
07722,PB,460200,RESECCION DE SEGMENTO EXTERIORIZADO DE INTESTINO DELGADO SOD,UVR,70,
07722,PB,460400,RESECCION DE SEGMENTO EXTERIORIZADO DE INTESTINO GRUESO SOD,UVR,70,
07722,PB,467901,RESECCION INTESTINALY DE QUISTE POR PERITONITIS MECONIAL,UVR,100,
07722,PB,467902,RESECCION DE DUPLICCION INTESTINAL,UVR,100,
07722,PB,467903,ANASTOMOSIS ILEO-COLICA LATEROLATERAL POR AGANGLIOSIS,UVR,85,
07723,PB,457200,CECECTOMIA SOD,UVR,170,
07723,PB,457300,HEMICOLECTOMIA DERECHA SOD,UVR,170,
07723,PB,457400,RESECCION DE COLON TRANSVERSO SOD,UVR,170,
07723,PB,457500,HEMICOLECTOMIA IZQUIERDA SOD,UVR,170,
07723,PB,457600,SIGMOIDECTOMIA SOD,UVR,170,
07724,PB,457000,COLECTOMÍA PARCIAL CON COLOSTOMIA Y CIERRE DE SEGMENTO DISTAL [HARTMAN] SOD,UVR,180,
07725,PB,457101,COLECTOMÍA PARCIAL CON COLOSTOMIA O ILEOSTOMÍA Y FÍSTULA MUCOSA,UVR,170,
07726,PB,458100,COLECTOMÍA TOTAL CON ILEOSTOMÍA Y PROTECTOMÍA SOD,UVR,200,
07727,PB,458000,COLECTOMÍA TOTAL CON RESECCIÓN DE ILEOTERMINAL SOD,UVR,180,
07727,PB,458300,COLECTOMÍA TOTAL CON ANASTOMOSIS PÉLVICA SOD,UVR,200,
07728,PB,458200,COLECTOMÍA TOTAL MÁS RESERVORIO SOD,UVR,200,
07728,PB,459501,"ANASTOMOSIS DE INTESTINO DELGADO AL ANO, CON FORMACION DE RESERVORIO (EN ""J"", "" H"" O ""S"")",UVR,160,
07729,PB,459301,ANASTOMOSIS DE ILEO A COLON TRANVERSO OPERACIONES DEL APENDICE,UVR,160,
07731,PB,471100,APENDICECTOMÍA SOD,UVR,80,
07732,PB,471200,"APENDICECTOMÍA POR PERFORACIÓN, CON DRENAJE DE ABCESO, LIBERACIÓN DE PLASTRÓN Y/O DRENAJE DE PERITONITIS LOCALIZADA SOD",UVR,100,
07733,PB,471300,APENDICECTOMÍA CON DRENAJE DE PERITONITIS GENERALIZADA SOD ANASTOMOSIS INTESTINALES,UVR,140,
07740,PB,467100,SUTURA DE HERIDA DE DUODENO SOD,UVR,100,
07740,PB,467500,SUTURA DE HERIDA DE INTESTINO GRUESO SOD,UVR,100,
07741,PB,467301,ENTERORRAFIA (UNA O MAS) CIERRE DE ESTOMA Y FISTULAS INTESTINALES,UVR,130,
07750,PB,465100,CIERRE DE ESTOMA DE INTESTINO DELGADO SOD,UVR,110,
07750,PB,465200,CIERRE DE ESTOMA DE INTESTINO GRUESO SOD,UVR,110,
07750,PB,487200,CIERRE DE PROCTOSTOMIA SOD,UVR,110,
07751,PB,465101,CIERRE DE ESTOMA DE INTESTINO DELGADO POR LAPAROTOMIA,UVR,140,
07751,PB,465201,CIERRE DE ESTOMA DE INTESTINO GRUESO POR LAPAROTOMIA,UVR,140,
07752,PB,467200,CIERRE DE FISTULA DE DUODENO SOD,UVR,140,
07752,PB,467400,"CIERRE DE FISTULA DE INTESTINO DELGADO, SALVO DUODENO SOD",UVR,140,
07752,PB,467601,CIERRE DE FÍSTULA ENTEROCÓLICA ( UNA O MAS),UVR,140,
07753,PB,578301,FISTULECTOMIA RECTO-VESICAL O RECTO-VESICO-VAGINAL (370),UVR,150,
07754,PB,467700,CIERRE DE FÍSTULA ENTEROCUTÁNEA SOD OTRAS OPERACIONES DEL INTESTINO,UVR,140,
07760,PB,468011,REDUCCIÓN INTESTINAL SIN RESECCIÓN INTESTINAL POR LAPAROTOMÍA,UVR,120,
07761,PB,468012,REDUCCIÓN INTESTINAL CON RESECCIÓN INTESTINAL POR LAPAROTOMÍA,UVR,150,
07762,PB,467801,CORRECCIÓN DE ATRESIA DE INTESTINO CON PLASTIA PROXIMAL,UVR,110,
07762,PB,467804,CORRECCIÓN DE ATRESIA DE COLON,UVR,110,
07763,PB,468000,CORRECCION DE MALROTACION INTESTINAL SOD,UVR,150,
07764,PB,468601,LIBERACIÓN DE ADHERENCIAS O BRIDAS EN INTESTINO POR LAPAROTOMIA,UVR,120,
07764,PB,591100,LIBERACIÓN O LISIS DE ADHERENCIAS PERIVESICALES SOD,UVR,120,
07765,PB,M07761,DESINVAGINACIÓN INTESTINAL,UVR,120,
07767,PB,456100,RESECCION SEGMENTARIA MULTIPLE DE INTESTINO DELGADO SOD,UVR,180,
07768,,466200,PLICATURA INTESTINAL [OPERACIÓN DE NOBLE] SOD,UVR,140,
07770,PB,467802,"CORRECCIÓN DE ATRESIA DE DUODENO,YEYUNO E ILEON",UVR,130,
07771,PB,467803,CORRECCIÓN DE ATRESIAS INTESTINALES MULTIPLES NCOC MEDULA OSEA,UVR,180,
07800,PB,410100,TRASPLANTE AUTOLOGO DE MEDULA OSEA SOD (19),UVR,2500,
07800,PB,410200,TRANSPLANTE ALOGENICO DE MEDULA OSEA CON PURIFICACION SOD (19),UVR,2500,
07800,PB,410300,TRASPLANTE ALOGENICO DE MEDULA OSEA SIN PURIFICACION SOD (19),UVR,2500,
07800,PB,410400,"TRASPLANTE AUTOLOGO DE CELULAS MADRES HEMATOPOYETICAS SOD (19) Proctología, la siguiente nomenclatura y calificación en Unidades de Valor Relativo (UVR): RECTO INCISIONES EN RECTO",UVR,2500,
08101,PB,488101,DRENAJE DE COLECCION RECTAL,UVR,60,
08102,PB,488102,"DRENAJE DE COLECCION PERIRRECTAL, RETRORECTAL O PÉLVICA",UVR,60,
08103,PB,483801,EXTRACCIÓN DE CUERPO EXTRAÑO EN RECTO POR VÍA RECTAL ABIERTA,UVR,50,
08104,PB,483802,EXTRACCIÓN DE CUERPO EXTRAÑO EN RECTO POR VÍA ABDOMINAL,UVR,120,
08106,,963800,EXTRACCION DIGITAL O MANUAL DE HECES IMPACTADAS SOD INCISIONES DE LESIONES EN RECTO,UVR,60,
08120,PB,483100,"ABLACION DE LESION O TEJIDO RECTAL POR DIATERMIA, CRIO O ELECTROCOAGULACION SOD",UVR,30,
08121,PB,483200,ESCISION DE LA MUCOSA RECTAL SOD (209) APLICA: para escisión de pólipos y/o papilomas. (209),UVR,40,
08122,PB,487301,FISTULECTOMÍA RECTO-VAGINAL CON COLOSTOMÍA,UVR,150,
08122,PB,487302,FISTULECTOMÍA RECTO-VESICAL CON COLOSTOMÍA,UVR,150,
08122,PB,487303,FISTULECTOMÍA RECTO-URETRAL CON COLOSTOMÍA.,UVR,150,
08122,PB,489300,REPARACION DE FISTULA PERIRRECTAL SOD,UVR,150,
08123,PB,489200,MIOMECTOMÍA ANO-RECTAL SOD RESECCIONES EN RECTO,UVR,60,
08130,PB,486200,RESECCION ANTERIOR DE RECTO CON COLOSTOMIA SIMULTANEA SOD,UVR,220,
08130,PB,486400,RESECCION POSTERIOR DE RECTO SOD,UVR,130,
08130,PB,486500,RESECCION DE MUÑON RECTAL POST- DUHAMEL SOD,UVR,130,
08131,PB,485301,PROCTOSIGMOIDECTOMÍA CON COLOSTOMÍA CON ABORDAJE PERINEAL,UVR,250,
08132,PB,485100,"PROTECTOMIA PARCIAL,VIA TRANS-SACRA [KRASKE] SOD",UVR,180,
08133,PB,485400,PROCTECTOMÍA CON DESCENSO ABDOMINO-PERINEAL SOD,UVR,240,
08134,PB,486700,RESECCIÓN DE TUMOR RECTAL POR VÍA TRANS-ANAL SOD,UVR,100,
08135,PB,486101,RESECCIÓN DE TUMOR RECTAL POR PROCTECTOMÍA TRANS-SACRA O TRANS- COCCÍGEA,UVR,180,
08136,PB,485200,PROTECTOMIA COMPLETA SOD,UVR,180,
08137,PB,487602,"CORRECCIÓN DE PROLAPSO POR RESECCIÓN DE PROCIDENCIA RECTAL CON ANASTOMOSIS, VÍA PERINEAL OPERACIONES PLASTICAS EN RECTO",UVR,180,
08140,PB,487500,PROCTOPEXIA ABDOMINAL SOD,UVR,130,
08141,PB,487601,PROCTOSIGMOIDOPEXIA,UVR,150,
08142,PB,486800,RESECCION RECTO CON RECONSTRUCCION TIPO PULL-THROUGH SOD,UVR,120,
08143,PB,480100,PROCTOTOMIA POR VIA ABDOMINAL O PERINEAL SOD,UVR,100,
08143,PB,487901,REPARACION DE LESION OBSTETRICA ANTIGUA DE RECTO,UVR,100,
08144,PB,487100,SUTURA DE LACERACION DE RECTO (PROCTORRAFIA) SOD,UVR,100,
08145,PB,487904,CORRECCIÓN DE LA ESTENOSIS RECTAL VÍA SAGITAL POSTERIOR,UVR,60,
08145,PB,487905,REPARACION DE LA ESTENOSIS RECTAL CON RESECCIÓN DE ANILLO RECTAL,UVR,60,
08145,,489100,INCISION DE ESTENOSIS RECTAL SOD,UVR,60,
08146,PB,487701,DESCENSO RECTAL VÍA SAGITAL POSTERIOR,UVR,300,
08146,PB,487702,DESCENSO RECTAL VÍA ANTERIOR Y POSTERIOR,UVR,300,
08146,PB,487703,DESCENSO RECTAL ABDOMINOPERINEAL POR AGANGLIOSIS ANO INCISIONES EN ANO Y TEJIDO PERIANAL,UVR,300,
08200,PB,490100,DRENAJE DE ABSCESO ISQUIORRECTAL SOD,UVR,60,
08201,PB,490200,DRENAJE DE ABSCESO PERIANAL SOD,UVR,60,
08202,PB,495100,ESFINTEROTOMIA ANAL LATERAL SOD,UVR,60,
08202,PB,495200,ESFINTEROTOMIA ANAL POSTERIOR SOD EXCISIONES DE LESION EN ANO,UVR,60,
08210,,491100,FISTULOTOMIA ANAL SOD,UVR,60,
08211,PB,490400,ESCISION DE LESION O TEJIDO PERIANAL SOD,UVR,80,
08211,PB,491200,FISTULECTOMÍA ANAL Y/O PERIANAL SOD,UVR,80,
08212,PB,490700,RESECCIÓN DE FISURA ANAL (FISURECTOMÍA) SOD (20),UVR,70,
08213,PB,493100,"ABLACION DE LESIÓN DE ANO POR DIATERMIA, CRIO O ELECTROCOAGULACION SOD TRATAMIENTO QUIRURGICO DE HEMORROIDES",UVR,70,
08220,PB,494602,ESCISION DE HEMORROIDES EXTERNAS,UVR,50,
08221,PB,494601,ESCISION DE HEMORROIDES INTERNAS (20),UVR,100,
08222,PB,494700,EVACUACION DE HEMORROIDES TROMBOSADAS SOD OPERACIONES PLASTICAS EN ANO,UVR,40,
08230,PB,497100,SUTURA DE LACERACION O DESGARRO DE ANO SOD (80) EXCLUYE: la reparación de laceración obstétrica reciente (80),UVR,30,
08230,PB,499500,CONTROL DE HEMORRAGIA (POSOPERATORIA) DE ANO SOD,UVR,30,
08231,PB,497504,ANOPLASTIA POR ESTENOSIS (80),UVR,80,
08232,PB,497503,ESFINTEROPLASTIA ANAL (80),UVR,90,
08233,PB,495300,ESFINTEROTOMÍA ANAL CON COLOSTOMÍA SOD,UVR,120,
08235,PB,487903,"CORRECCIÓN DE ATRESIA RECTAL, VIA SAGITAL POSTERIOR",UVR,120,
08235,PB,499100,INCISION DE TABIQUE ANAL SOD,UVR,80,
08236,,497501,"CONSTRUCCIÓN DE ANO, POR AGENESIA CONGÉNITA",UVR,190,
08236,,497502,"RECONSTRUCCIÓN DE ANO, POR ATRESIA ANAL",UVR,190,
08237,,487902,REPARACION DE RECTO PROLAPSADO POR INFILTRACIÓN PERIRRECTAL,UVR,60,
08237,,497401,"TRANSPOSICION DEL MUSCULO RECTO INTERNO PARA INCONTINENCIA ANAL, VIA SAGITAL POSTERIOR",UVR,90,
08237,,499400,REDUCCION DE PROLAPSO ANAL SOD,UVR,60,
08238,,499600,RETIRO DE MATERIAL DE CERCLAJE SOD,UVR,20,
08239,,497505,CORRECCIÓN DE ANO IMPERFORADO Y FISTULA RECTO-VAGINAL,UVR,230,
08239,,497506,"CORRECCIÓN DE ANO IMPERFORADO Y FISTULA RECTO-VESICAL, VIA SAGITAL POSTERIOR",UVR,230,
08239,,497507,"CORRECCIÓN DE ANO IMPERFORADO Y FISTULA RECTO-VESICAL, VIA COMBINADA",UVR,230,
08239,,497508,CORRECCIÓN DE ANO IMPERFORADO Y FISTULA RECTO-URETRAL,UVR,230,
08240,PB,497301,FISTULECTOMIA ANO-VESTIBULAR,UVR,140,
08240,PB,497303,FISTULECTOMIA ANO-VAGINAL,UVR,150,
08241,PB,497302,FISTULECTOMIA ANO-PERINEAL,UVR,150,
11428,PB,497200,IMPLANTACION DE UN ANILLO EN LA CIRCUNFERENCIA ANAL (CERCLAJE) SOD TRATAMIENTO QUIRURGICO DEL QUISTE PILONIDAL,UVR,55,
08250,PB,M08260,DRENAJE DE QUISTE PILONIDAL,UVR,40,
08251,PB,862102,MARSUPIALIZACION DE QUISTE PILONIDAL,UVR,80,
08251,PB,862103,RESECCIÓN QUISTE PILONIDAL ( CIERRE PARCIAL O ESCISIÓN ABIERTA),UVR,80,
M08250,PB,M08250,"DILATACIÓN ESFINTER DE ANO (SESIÓN) Urología y Nefrología, la siguiente nomenclatura y calificación en Unidades de Valor Relativo (UVR): RIÑON INCISIONES EN RIÑON",UVR,20,
09101,PB,550102,EXPLORACIÓN DE RIÑÓN POR NEFROTOMÍA,UVR,110,
09101,PB,550103,NEFROLITOTOMÍA O EXTRACCIÓN DE CALCULO O CUERPO EXTRAÑO POR NEFROTOMÍA,UVR,130,
09102,PB,550200,NEFROSTOMÍA VIA ABIERTA SOD,UVR,80,
09104,PB,558201,CIERRE DE NEFROSTOMÍA O PIELOSTOMÍA OPERACIONES SOBRE LA PELVIS RENAL,UVR,120,
09110,PB,551110,EXPLORACIÓN DE PELVIS RENAL POR PIELOTOMÍA VIA ABIERTA,UVR,115,
09110,PB,551120,EXTRACCIÓN DE CUERPO EXTRAÑO Y/O CALCULO POR PIELOTOMÍA,UVR,115,
09111,PB,551210,PIELOSTOMIA O INSERCIÓN DE TUBO PARA DRENAJE DE PELVIS RENAL,UVR,80,
09112,PB,551140,EXTRACCION DE CALCULO CORALIFORME POR PIELOTOMÍA INCISIONES EN REGION LUMBAR,UVR,200,
09120,PB,550104,DRENAJE DE COLECCION RENAL POR NEFROTOMÍA,UVR,80,
09120,PB,590400,INCISIÓN Y DRENAJE DE COLECCIÓN PERIRENAL SOD,UVR,80,
09121,PB,541501,EXPLORACION DE ESPACIO RETROPERITONEAL,UVR,80,
09121,PB,590100,EXPLORACIÓN RETROPERITONEAL (LUMBOTOMÍA EXPLORADORA) SOD RESECCIONES RENALES,UVR,80,
09141,PB,554200,RESECCIÓN DE POLO RENAL SOD,UVR,220,
09141,PB,554400,RESECCIÓN EN CUÑA DE RIÑÓN SOD,UVR,220,
09142,PB,555200,NEFRECTOMÍA DE RIÑÓN RESIDUAL O UNICO SOD,UVR,200,
09142,PB,555300,REMOCIÓN DE RIÑÓN TRANSPLANTADO O RECHAZADO SOD,UVR,200,
09142,PB,555600,NEFRECTOMÍA SIMPLE ( UNILATERAL TOTAL) SOD (210),UVR,200,
09143,PB,M09143,NEFRECTOMÍA RADICAL,UVR,300,
09144,PB,555102,NEFRO-URETERECTOMÍA TOTAL (UNILATERAL),UVR,200,
09145,PB,555101,NEFRO-URETERECTOMÍA CON SEGMENTO DE VEJIGA,UVR,220,
09146,PB,M09146,REVISIÓN POR HEMORRAGIA POST-NEFRECTOMÍA (COMPRENDE HEMOSTASIA Y EVACUACIÓN DE HEMORRETROPERITONEO),UVR,150,
M09140,PB,553120,DIVERTICULECTOMÍA U OBLITERACION DE DIVERTICULO DE CALIZ REPARACIONES Y OPERACIONES PLASTICAS EN RIÑON,UVR,155,
09160,PB,558620,ANASTOMOSIS PIELO-URETERO-VESICAL,UVR,100,
09160,PB,558630,ANASTOMOSIS URETERO CALICIAL O NEFROCALICOSTOMÍA,UVR,100,
09161,PB,558101,NEFRORRAFIA O SUTURA DE LACERACION RENAL,UVR,110,
09162,PB,558701,PIELOPLASTIA VIA ABIERTA,UVR,200,
09164,PB,M09164,RESECCIÓN FÍSTULA RENAL,UVR,100,
09165,PB,558310,CIERRE DE FISTULA NEFROVISCERAL NCOC OTRAS OPERACIONES EN RIÑON,UVR,130,
09171,PB,550101,MARSUPIALIZACION DE QUISTE RENAL POR NEFROTOMÍA,UVR,80,
09171,PB,553101,ESCISION LOCAL O ABLACIÓN DE LESION RENAL VIA ABIERTA,UVR,80,
09172,PB,557000,NEFROPEXIA SOD,UVR,80,
M09172,PB,M09172,CIRUGÍA DE RIÑÓN ECTÓPICO,UVR,125,
M09173,PB,558500,SINFISIOTOMÍA DE RIÑÓN EN HERRADURA SOD OPERACIONES PARA DIALISIS RENAL,UVR,125,
09180,PB,549001,COLOCACION DE CATETER PARA DIALISIS PERITONEAL,UVR,70,
09182,PB,392701,FORMACION DE FISTULA AV (PERIFERICA) PARA DIALISIS RENAL,UVR,130,
09182,PB,392702,FORMACION DE FISTULA AV (PERIFERICA) PARA DIALISIS RENAL CON PROTESIS [DERIVACION AV POR CANULA EXTERNA DE SCRIBNER] [INSERCION DE CANULA VASO A VASO],UVR,130,
09183,PB,399400,SUSTITUCION O REVISION DE CANULA VASO A VASO SOD,UVR,60,
09184,PB,389101,IMPLANTACION DE CATETER VENOSO SUBCLAVIO O FEMORAL (415) APLICA: para catéter yugular (415),UVR,50,
09184,PB,389500,CATETERIZACION VENOSA PARA DIALISIS RENAL SOD,UVR,50,
09185,PB,549012,RETIRO DE CATETER PERMANENTE PARA HEMODIALISIS,UVR,40,
09185,PB,549013,RETIRO DE CATETER PERITONEAL NCOC,UVR,40,
09186,PB,395301,"REPARACION DE FISTULA ARTERIOVENOSA POR LIGADURA, RESECCION O SUTURA",UVR,140,
09187,PB,549002,INSERCION DE CATETER PERMANENTE PARA HEMODIALISIS TRASPLANTE,UVR,100,
09190,,556100,AUTOTRANSPLANTE RENAL SOD,UVR,1100,
09190,PB,556200,TRANSPLANTE DE RIÑON DE DONANTE SOD,UVR,1100,
09191,PB,555601,NEFRECTOMIA (OBTENCIÓN DE ORGANO) (24) URETER INCISION EN URETER,UVR,800,
09202,PB,561101,MEATOTOMÍA URETERAL VIA ABIERTA,UVR,60,
09203,PB,562101,EXPLORACIÓN DE URÉTER POR URETEROTOMIA (VIA ABIERTA),UVR,100,
09203,PB,562201,URETEROLITOTOMÍA POR URETEROTOMIA (VIA ABIERTA),UVR,110,
09203,PB,564120,ESCISIÓN DE LESION URETERAL Y/O PARA URETERAL (212) APLICA: para divertículo ureteral (212) RESECCION EN EL URETER,UVR,110,
09211,PB,568942,RESECCIÓN ENDOSCOPICA DE URETEROCELE,UVR,60,
09212,PB,568941,RESECCIÓN DE URETEROCELE Y REIMPLANTE DE URETER IPSILATERAL VIA ABIERTA,UVR,180,
09213,PB,568300,CIERRE DE URETEROSTOMÍA SOD,UVR,120,
09214,PB,568410,CIERRE DE FÍSTULA URETERO-ENTÉRICA O URETEROVISCERAL,UVR,120,
09215,PB,564200,URETERECTOMIA TOTAL O RESIDUAL SOD DERIVACIONES URETERALES,UVR,80,
09220,PB,566000,URETEROSTOMÍA CUTÁNEA SOD,UVR,120,
09221,PB,558640,NEFROENTEROSTOMÍA CUTÁNEA,UVR,170,
09221,PB,565600,URETEROENTEROSTOMÍA CUTÁNEA SOD,UVR,130,
09221,PB,565610,URETEROCOLOSTOMÍA,UVR,170,
09222,PB,565710,URETERONEOPROCTOSTOMÍA (ANASTOMOSIS DE URÉTERES A RECTO AISLADO IN SITU ) [OPERACIÓN DE HEINZ-BOYER],UVR,180,
09223,PB,565201,URETEROSIGMOIDOSTOMÍA SOD,UVR,170,
09224,PB,565101,URETEROILEOSTOMÍA CUTÁNEA [CIRUGIA DE BRICKER] [ VEJIGA ILEAL],UVR,180,
09224,PB,565200,FORMACIÓN DE CONDUCTO COLÓNICO CON TUNELIZACIÓN DE URETER SOD,UVR,180,
09224,PB,565410,URETERONEOCECOCISTOPLASTIA,UVR,180,
09224,PB,568970,REEMPLAZO DE URETER CON SEGMENTO ILEAL IMPLANTADO EN VEJIGA ANASTOMOSIS EN URETER,UVR,180,
09240,PB,567440,URETERONEOCISTOSTOMÍA POR ANASTOMOSIS O REIMPLANTACIÓN URÉTEROVESICAL,UVR,180,
09240,PB,567460,REANASTOMOSIS URETERO-VESICAL,UVR,180,
09241,PB,567441,URETERONEOCISTOSTOMIA CON TECNICA DE ALARGAMIENTO VESICAL (CON COLGAJO O PLIEGUE VESICAL),UVR,180,
09242,PB,567500,TRANSURETERO-URETEROSTOMÍA SOD OPERACIONES PLASTICAS EN URETER,UVR,120,
09250,PB,558800,LIBERACIÓN DE ADHERENCIAS PIÉLICAS O URETEROPIÉLICAS SOD,UVR,100,
09250,PB,590300,URETEROLISIS O PIELOURETEROLISIS (LIBERACION DE ADHERENCIAS PERIURETERALES Y PERICALICIALES) SOD,UVR,100,
09251,PB,590200,URETEROLISIS CON LIBERACIÓN O REPOSICIONAMIENTO DE URETER SOD,UVR,100,
09252,PB,564130,ACORTAMIENTO O REMODELACIÓN DE URETER CON REIMPLANTACIÓN URETEROVESICAL,UVR,130,
09252,PB,568700,URETEROPLASTIA O ANASTOMOSIS TERMINO-TERMINAL SOD,UVR,130,
09253,PB,568200,SUTURA DE LACERACIÓN DE URETER O URETERORRAFIA SOD VEJIGA,UVR,110,
09301,PB,571101,EXTRACCIÓN DE CUERPO EXTRAÑO O CÁLCULO EN VEJIGA POR CISTOTOMIA (VÍA ABIERTA) (155),UVR,80,
09303,PB,571210,CISTOSTOMIA ABIERTA EXCISIONES DE LESION EN LA VEJIGA POR VIA ABIERTA,UVR,100,
09320,PB,M09320,DIVERTICULECTOMÍA DE VEJIGA,UVR,120,
09321,PB,E09321,PLASTIA VY CUELLO VESICAL,UVR,120,
09322,PB,576060,RESECCION DE CUELLO VESICAL TRANSVESICAL,UVR,100,
09322,PB,575201,ENDOMETRECTOMÍA DE VEJIGA,UVR,100,
09322,PB,575202,"RESECCION O FULGURACION SUPRAPÚBICA DE LESIÓN VESICAL, POR VIA ABIERTA",UVR,100,
09322,PB,579930,LIBERACIÓN DE ADHERENCIAS EN VEJIGA RESECCIONES EN VEJIGA,UVR,100,
09330,PB,576000,CISTECTOMIA PARCIAL POR VIA ABIERTA SOD,UVR,140,
09331,PB,577005,CISTECTOMIA TOTAL CON URETRECTOMIA,UVR,240,
09332,PB,577150,"ESCISIÓN O REMOCIÓN DE VEJIGA, URETRA Y TEJIDO GRASO EN MUJER (361)",UVR,290,
09332,PB,578801,ANASTOMOSIS DE VEJIGA CON SEGMENTO INTESTINAL NCOC,UVR,120,
09332,PB,578802,ANASTOMOSIS CISTOCÓLICA,UVR,120,
09333,PB,577120,EXENTERACIÓN PÉLVICA MASCULINA (CON RECTO),UVR,300,
09333,PB,688101,EXENTERACIÓN O EVISCERACIÓN PÉLVICA FEMENINA TOTAL O COMPLETA (156) sigmoide y recto) (156),UVR,300,
09333,PB,688200,EXENTERACIÓN ANTERIOR: ÚTERO Y VEJIGA SOD,UVR,250,
09333,PB,688300,EXENTERACIÓN POSTERIOR: ÚTERO Y RECTO SOD OTRAS OPERACIONES EN LA VEJIGA,UVR,250,
09340,PB,578701,AMPLIACIÓN DE VEJIGA CON SEGMENTO AISLADO DE ILEON,UVR,240,
09340,PB,578702,AMPLIACIÓN DE VEJIGA CON SEGMENTO DE COLON,UVR,240,
09340,PB,578704,ILEO-CECO-CISTOPLASTIA,UVR,240,
09344,PB,578900,CISTOPEXIA (SUSPENSIÓN VESICAL) SOD,UVR,70,
09345,PB,595100,SUSPENSIÓN URETRAL RETROPUBICA SOD,UVR,100,
09345,PB,595101,SUSPENSION URETRO VESICAL RETROPUBICA [MARSHALL-MARCHETTI-KRANZ],UVR,150,
09345,PB,597101,CISTOURETROPEXIA CON CABESTRILLO (SUSPENSION DEL MUSCULO ELEVADOR),UVR,110,
09345,PB,597910,URETROPEXIA ANTERIOR,UVR,90,
09346,PB,597104,CISTOURETROPEXIA VAGINAL,UVR,55,
09347,PB,579301,CONTROL DE HEMORRAGIA (POSTQUIRÚRGICA) DE VEJIGA VIA ABIERTA,UVR,150,
09350,PB,578302,FISTULECTOMIA VESICO-SIGMOIDO-VAGINAL,UVR,135,
09350,PB,578401,FISTULECTOMIA CERVICO-VESICAL,UVR,135,
09350,PB,578450,FISTULECTOMIA URETRO-PERINEO-VESICAL,UVR,135,
09352,PB,578402,FISTULECTOMIA VÉSICO-VAGINAL,UVR,135,
09353,PB,578403,FISTULECTOMIA UTERO-VESICAL (VESICOUTERINA),UVR,135,
09354,PB,578100,SUTURA DE LACERACIÓN O DESGARRO VESICAL (CISTORRAFIA) SOD,UVR,100,
09355,PB,572101,VESICOSTOMÍA [CUTANEA],UVR,120,
09356,PB,578600,REPARACION DE EXTROFIA VESICAL SOD,UVR,150,
09357,PB,591920,INCISIÓN Y DRENAJE DE COLECCIÓN EN TEJIDO PERIVESICAL Y ESPACIO DE RETZIUS,UVR,70,
09358,PB,E09374,TRATAMIENTO HIDROSTÁTICO PARA TUMOR VESICAL,UVR,50,
09359,,575101,RESECCIÓN DE SENO URACAL DE VEJIGA (URACOVESICAL) (213) APLICA: para quiste del uraco (213),UVR,90,
09359,,575102,RESECCIÓN DE FISTULA URACAL,UVR,90,
09360,PB,578201,CIERRE DE CISTOSTOMÍA [FISTULECTOMIA VÉSICO-CUTÁNEA],UVR,95,
09360,PB,578202,CIERRE DE VESICOSTOMÍA,UVR,50,
09361,,489500,CORRECCION DE CLOACA O DE EXTROFIA DE CLOACA SOD,UVR,350,
M09373,PB,E09373,FORMALIZACIÓN VESICAL POR TUMOR URETRA INCISIONES EN LA URETRA,UVR,30,
09401,PB,580030,REMOCIÓN DE CÁLCULO Y/ O CUERPO EXTRAÑO URETRAL CON INCISIÓN,UVR,75,
09402,PB,580100,URETROSTOMÍA SOD,UVR,50,
09402,PB,580110,URETROSTOMÍA PERINEAL OPERACIONES SOBRE EL MEATO URETRAL,UVR,50,
09410,PB,580010,ESCISIÓN O ESCISIÓN DE TABIQUE URETRAL,UVR,30,
09410,PB,583201,FULGURACION DE LESIONES URETRALES POR VIA ABIERTA,UVR,30,
09410,PB,585000,URETROLISIS SOD,UVR,30,
09411,PB,581010,MEATOTOMIA URETRAL EXTERNA,UVR,30,
09411,PB,584700,MEATOPLASTIA URETRAL SOD,UVR,30,
09411,PB,585010,MEATOTOMIA URETRAL INTERNA,UVR,30,
M09413,PB,E09413,RESECCIÓN DE PROLAPSO MUCOSA URETRAL EXCISIONES DE LESION EN LA URETRA,UVR,40,
09420,PB,584901,MARSUPIALIZACIÓN DE DIVERTÍCULO URETRAL,UVR,80,
09421,PB,583230,URETRECTOMÍA SIMPLE POR VIA ABIERTA,UVR,110,
09421,PB,586101,DILATACIÓN DE URETRA POR URETROTOMÍA EXTERNA,UVR,35,
09421,PB,586102,DILATACIÓN DE URETRA POR URETROTOMÍA INTERNA,UVR,35,
